student_id,gender,adult_learner_flag,family_support_flag,dependents_flag,mobile_contactable_flag,multi_channel_contact_flag,digital_access_type,enrollment_commitment_type,digital_self_service_flag,payment_plan_type,monthly_student_bill,actual_dropout_flag
CRM-02949,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,99.8,1
CRM-02950,Female,0,0,0,1,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),60.25,0
CRM-02951,Male,0,0,0,1,0,Limited access,Open enrollment,1,Electronic check,20.2,0
CRM-02952,Male,0,1,0,1,0,Standard bandwidth,Annual commitment,1,Mailed check,64.15,0
CRM-02953,Female,0,1,1,1,0,Limited access,Open enrollment,1,Credit card (automatic),20.25,0
CRM-02954,Female,0,1,1,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),105.85,1
CRM-02955,Female,0,0,0,1,1,High bandwidth,Open enrollment,0,Mailed check,75.45,1
CRM-02956,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,93.85,1
CRM-02957,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,99.0,0
CRM-02958,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Mailed check,80.3,0
CRM-02959,Female,0,0,0,1,0,Limited access,Open enrollment,0,Credit card (automatic),19.55,0
CRM-02960,Male,0,1,1,1,1,High bandwidth,Open enrollment,0,Electronic check,100.75,0
CRM-02961,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,100.75,1
CRM-02962,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,53.75,0
CRM-02963,Female,0,1,1,0,0,Standard bandwidth,Open enrollment,1,Mailed check,31.0,1
CRM-02964,Female,0,1,1,1,1,Limited access,Annual commitment,1,Credit card (automatic),25.6,0
CRM-02965,Male,0,1,0,1,1,Standard bandwidth,Annual commitment,1,Electronic check,58.35,0
CRM-02966,Male,0,0,0,1,1,High bandwidth,Open enrollment,0,Credit card (automatic),80.0,1
CRM-02967,Female,1,0,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,46.35,0
CRM-02968,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,0,Electronic check,113.75,0
CRM-02969,Male,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,90.4,0
CRM-02970,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,0,Electronic check,109.3,0
CRM-02971,Male,1,0,0,1,0,High bandwidth,Open enrollment,1,Mailed check,70.25,1
CRM-02972,Female,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),90.3,0
CRM-02973,Male,0,1,1,0,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),65.25,0
CRM-02974,Female,0,1,1,1,0,High bandwidth,Open enrollment,1,Electronic check,100.15,1
CRM-02975,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),94.5,1
CRM-02976,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,60.65,0
CRM-02977,Male,0,0,1,1,1,Limited access,Open enrollment,1,Credit card (automatic),24.1,0
CRM-02978,Male,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,19.5,0
CRM-02979,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,85.95,0
CRM-02980,Male,1,0,0,1,0,Standard bandwidth,Annual commitment,1,Electronic check,53.5,0
CRM-02981,Female,0,0,0,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),25.45,0
CRM-02982,Male,0,0,0,1,0,Limited access,Multi-year commitment,0,Bank transfer (automatic),20.5,0
CRM-02983,Male,0,1,1,1,0,Limited access,Annual commitment,1,Credit card (automatic),20.85,0
CRM-02984,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),89.9,0
CRM-02985,Female,0,1,0,1,1,Limited access,Annual commitment,0,Mailed check,26.0,0
CRM-02986,Female,0,0,0,1,1,High bandwidth,Multi-year commitment,1,Mailed check,113.2,0
CRM-02987,Female,0,1,1,1,0,High bandwidth,Multi-year commitment,1,Credit card (automatic),69.05,0
CRM-02988,Female,0,1,1,1,0,Limited access,Multi-year commitment,0,Mailed check,20.1,0
CRM-02989,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Electronic check,109.65,0
CRM-02990,Male,0,0,1,1,0,Limited access,Open enrollment,1,Mailed check,19.2,0
CRM-02991,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,33.9,1
CRM-02992,Female,1,1,0,1,0,High bandwidth,Open enrollment,0,Electronic check,90.0,0
CRM-02993,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Mailed check,34.0,0
CRM-02994,Male,0,1,1,1,0,Limited access,Annual commitment,0,Mailed check,20.4,0
CRM-02995,Male,0,1,0,0,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),38.6,0
CRM-02996,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),25.25,0
CRM-02997,Female,0,0,0,1,1,Standard bandwidth,Open enrollment,1,Mailed check,60.6,0
CRM-02998,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,89.95,1
CRM-02999,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,74.75,0
CRM-03000,Male,0,1,1,1,0,Limited access,Open enrollment,0,Mailed check,20.6,0
CRM-03001,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,84.45,1
CRM-03002,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.4,0
CRM-03003,Male,0,0,0,1,0,Standard bandwidth,Annual commitment,0,Electronic check,81.7,0
CRM-03004,Male,0,0,1,1,1,High bandwidth,Open enrollment,1,Electronic check,79.5,1
CRM-03005,Male,0,1,1,1,0,High bandwidth,Open enrollment,0,Mailed check,89.15,1
CRM-03006,Female,1,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.3,0
CRM-03007,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,74.95,1
CRM-03008,Female,1,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,74.4,1
CRM-03009,Female,0,0,0,1,0,Limited access,Annual commitment,0,Mailed check,20.0,0
CRM-03010,Male,0,0,0,1,1,Limited access,Open enrollment,1,Mailed check,25.0,0
CRM-03011,Male,1,0,1,1,1,High bandwidth,Open enrollment,1,Mailed check,80.45,0
CRM-03012,Female,0,1,1,1,0,Limited access,Multi-year commitment,0,Mailed check,19.75,0
CRM-03013,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),65.65,0
CRM-03014,Female,0,0,0,1,1,Standard bandwidth,Annual commitment,1,Credit card (automatic),71.0,0
CRM-03015,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,89.2,0
CRM-03016,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,1,Electronic check,86.75,0
CRM-03017,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,55.3,1
CRM-03018,Female,0,1,1,1,0,Standard bandwidth,Annual commitment,1,Mailed check,61.5,0
CRM-03019,Male,1,0,0,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),25.1,0
CRM-03020,Female,0,1,1,1,0,Standard bandwidth,Open enrollment,0,Electronic check,55.15,1
CRM-03021,Male,0,0,1,0,0,Standard bandwidth,Annual commitment,0,Credit card (automatic),34.05,0
CRM-03022,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.95,0
CRM-03023,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.95,0
CRM-03024,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),89.7,0
CRM-03025,Male,0,0,1,1,0,Limited access,Open enrollment,0,Mailed check,20.4,0
CRM-03026,Male,0,1,1,1,1,Limited access,Multi-year commitment,0,Mailed check,26.3,0
CRM-03027,Female,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,84.95,1
CRM-03028,Female,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.7,0
CRM-03029,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,43.25,1
CRM-03030,Male,0,1,1,1,1,Standard bandwidth,Annual commitment,1,Credit card (automatic),48.35,1
CRM-03031,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,79.55,1
CRM-03032,Female,1,1,0,1,0,High bandwidth,Open enrollment,1,Electronic check,71.05,1
CRM-03033,Male,0,0,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),19.45,0
CRM-03034,Female,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),110.8,0
CRM-03035,Male,0,0,0,1,1,High bandwidth,Open enrollment,0,Electronic check,84.5,1
CRM-03036,Female,1,1,0,1,0,High bandwidth,Open enrollment,1,Electronic check,69.3,0
CRM-03037,Male,0,0,0,0,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),49.35,0
CRM-03038,Male,0,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),20.35,0
CRM-03039,Female,1,1,0,1,1,High bandwidth,Annual commitment,1,Electronic check,105.6,0
CRM-03040,Male,1,1,0,0,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),64.45,0
CRM-03041,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),108.6,1
CRM-03042,Male,0,0,1,1,0,Standard bandwidth,Open enrollment,1,Electronic check,49.9,0
CRM-03043,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),30.3,1
CRM-03044,Female,1,0,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,30.4,1
CRM-03045,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,45.4,1
CRM-03046,Female,0,1,0,1,0,Standard bandwidth,Annual commitment,1,Electronic check,65.65,0
CRM-03047,Female,0,1,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),103.3,0
CRM-03048,Female,0,1,0,1,0,High bandwidth,Open enrollment,0,Bank transfer (automatic),84.15,1
CRM-03049,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,44.45,0
CRM-03050,Female,0,0,0,1,0,Limited access,Open enrollment,0,Electronic check,19.75,1
CRM-03051,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),85.4,1
CRM-03052,Female,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),89.9,0
CRM-03053,Male,0,1,0,1,1,Standard bandwidth,Open enrollment,1,Mailed check,55.05,0
CRM-03054,Male,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),104.1,0
CRM-03055,Female,0,0,1,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),106.6,0
CRM-03056,Male,0,0,1,1,1,High bandwidth,Open enrollment,0,Credit card (automatic),75.2,1
CRM-03057,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),70.5,0
CRM-03058,Male,0,1,1,1,0,Limited access,Annual commitment,0,Electronic check,19.6,0
CRM-03059,Female,0,0,1,1,1,Standard bandwidth,Annual commitment,1,Mailed check,55.85,1
CRM-03060,Female,0,1,1,1,1,Limited access,Multi-year commitment,1,Mailed check,24.05,0
CRM-03061,Male,0,1,0,0,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),38.1,0
CRM-03062,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,106.4,1
CRM-03063,Male,1,1,0,0,0,Standard bandwidth,Open enrollment,0,Mailed check,34.25,0
CRM-03064,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,100.05,0
CRM-03065,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,68.65,0
CRM-03066,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,45.8,0
CRM-03067,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Mailed check,75.75,0
CRM-03068,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,84.4,1
CRM-03069,Male,0,1,0,1,1,High bandwidth,Annual commitment,1,Credit card (automatic),96.4,0
CRM-03070,Female,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.55,0
CRM-03071,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),50.95,0
CRM-03072,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,1,Mailed check,90.5,0
CRM-03073,Female,0,1,1,1,1,Standard bandwidth,Annual commitment,1,Electronic check,79.4,0
CRM-03074,Female,0,0,0,0,0,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),58.75,0
CRM-03075,Female,0,1,1,1,1,Standard bandwidth,Open enrollment,1,Credit card (automatic),59.45,0
CRM-03076,Male,0,1,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),105.7,0
CRM-03077,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,56.25,1
CRM-03078,Male,0,1,0,1,0,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),53.3,0
CRM-03079,Female,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,85.55,1
CRM-03080,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Bank transfer (automatic),68.65,1
CRM-03081,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Mailed check,24.3,0
CRM-03082,Male,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,77.85,1
CRM-03083,Male,0,0,0,1,1,Standard bandwidth,Annual commitment,0,Credit card (automatic),59.9,0
CRM-03084,Male,0,1,1,1,1,Limited access,Annual commitment,0,Credit card (automatic),23.95,0
CRM-03085,Male,0,0,0,1,0,Limited access,Annual commitment,1,Mailed check,20.15,0
CRM-03086,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),105.35,1
CRM-03087,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),95.65,0
CRM-03088,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,87.05,1
CRM-03089,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,0,Mailed check,81.0,0
CRM-03090,Female,0,0,0,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),82.45,0
CRM-03091,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,53.5,1
CRM-03092,Female,0,1,0,1,0,Limited access,Annual commitment,0,Bank transfer (automatic),20.5,0
CRM-03093,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,25.1,1
CRM-03094,Male,0,0,1,1,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),54.4,0
CRM-03095,Female,0,0,0,1,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),58.6,0
CRM-03096,Male,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,84.8,0
CRM-03097,Female,0,1,0,0,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),61.4,0
CRM-03098,Male,0,0,1,1,0,Limited access,Open enrollment,0,Mailed check,20.4,0
CRM-03099,Male,1,1,0,1,0,High bandwidth,Open enrollment,1,Mailed check,79.65,1
CRM-03100,Female,0,0,0,1,0,Limited access,Annual commitment,0,Mailed check,20.15,0
CRM-03101,Female,0,1,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),94.45,0
CRM-03102,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),79.8,0
CRM-03103,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,54.2,1
CRM-03104,Female,1,0,0,1,0,Limited access,Open enrollment,1,Electronic check,19.45,1
CRM-03105,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,74.05,0
CRM-03106,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),49.15,0
CRM-03107,Female,0,0,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),19.4,0
CRM-03108,Female,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),113.65,0
CRM-03109,Female,0,0,1,1,0,High bandwidth,Annual commitment,1,Credit card (automatic),106.0,0
CRM-03110,Male,0,0,0,1,1,Limited access,Multi-year commitment,1,Bank transfer (automatic),25.95,0
CRM-03111,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.1,0
CRM-03112,Male,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Electronic check,103.4,1
CRM-03113,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),100.55,0
CRM-03114,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,95.4,0
CRM-03115,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),75.15,0
CRM-03116,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,84.45,1
CRM-03117,Female,1,0,0,1,0,High bandwidth,Annual commitment,0,Credit card (automatic),89.15,0
CRM-03118,Female,1,1,1,1,1,High bandwidth,Annual commitment,1,Electronic check,107.9,0
CRM-03119,Male,0,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),19.5,0
CRM-03120,Female,1,1,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),85.95,1
CRM-03121,Female,0,1,0,1,1,Limited access,Multi-year commitment,1,Credit card (automatic),24.95,0
CRM-03122,Female,1,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,59.4,1
CRM-03123,Male,1,1,1,1,0,Limited access,Annual commitment,0,Bank transfer (automatic),19.5,0
CRM-03124,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),69.95,0
CRM-03125,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),82.85,0
CRM-03126,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.0,0
CRM-03127,Female,0,1,1,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),38.85,0
CRM-03128,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,30.6,1
CRM-03129,Male,0,0,1,1,0,Limited access,Open enrollment,0,Credit card (automatic),20.35,0
CRM-03130,Male,0,1,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),95.0,0
CRM-03131,Male,0,1,0,1,0,Standard bandwidth,Annual commitment,0,Bank transfer (automatic),74.4,0
CRM-03132,Female,1,1,0,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),78.45,0
CRM-03133,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Mailed check,74.3,0
CRM-03134,Male,0,1,0,0,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),51.05,0
CRM-03135,Female,0,1,1,1,0,Limited access,Open enrollment,0,Bank transfer (automatic),19.2,0
CRM-03136,Female,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,99.55,1
CRM-03137,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,70.0,1
CRM-03138,Female,0,1,1,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),109.1,0
CRM-03139,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,45.3,1
CRM-03140,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),29.85,1
CRM-03141,Male,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,76.45,0
CRM-03142,Male,1,0,0,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),95.1,1
CRM-03143,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.8,1
CRM-03144,Male,0,1,1,1,1,Standard bandwidth,Open enrollment,1,Electronic check,72.8,0
CRM-03145,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,18.95,0
CRM-03146,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Bank transfer (automatic),76.65,1
CRM-03147,Female,0,1,1,1,0,High bandwidth,Open enrollment,1,Mailed check,99.15,1
CRM-03148,Female,0,1,0,1,0,High bandwidth,Open enrollment,0,Electronic check,101.75,0
CRM-03149,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Credit card (automatic),75.45,0
CRM-03150,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,64.1,0
CRM-03151,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,25.65,0
CRM-03152,Male,0,1,1,1,0,High bandwidth,Open enrollment,0,Mailed check,75.1,0
CRM-03153,Female,0,0,0,1,0,High bandwidth,Annual commitment,1,Bank transfer (automatic),95.85,0
CRM-03154,Female,0,0,0,1,1,Standard bandwidth,Open enrollment,0,Electronic check,54.4,0
CRM-03155,Female,1,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,72.75,0
CRM-03156,Male,0,0,1,1,0,Limited access,Annual commitment,0,Mailed check,19.85,0
CRM-03157,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.05,0
CRM-03158,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,44.95,1
CRM-03159,Male,0,1,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,49.55,1
CRM-03160,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,94.85,0
CRM-03161,Female,0,1,1,0,0,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),46.25,0
CRM-03162,Male,0,0,0,1,0,Limited access,Annual commitment,0,Mailed check,19.35,0
CRM-03163,Male,0,0,0,1,1,Standard bandwidth,Open enrollment,0,Mailed check,69.6,0
CRM-03164,Male,1,0,0,1,1,High bandwidth,Open enrollment,0,Electronic check,90.7,0
CRM-03165,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,101.4,0
CRM-03166,Male,0,1,1,1,0,Limited access,Annual commitment,0,Mailed check,20.25,0
CRM-03167,Male,0,1,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),48.8,0
CRM-03168,Female,0,1,0,1,0,Standard bandwidth,Multi-year commitment,1,Mailed check,74.35,0
CRM-03169,Female,0,0,0,1,0,Limited access,Annual commitment,1,Mailed check,19.35,0
CRM-03170,Male,0,1,1,1,0,Standard bandwidth,Annual commitment,1,Electronic check,68.75,0
CRM-03171,Male,0,0,0,1,1,High bandwidth,Annual commitment,0,Electronic check,100.2,0
CRM-03172,Female,0,0,0,1,0,Limited access,Multi-year commitment,1,Credit card (automatic),20.85,0
CRM-03173,Male,0,0,1,1,0,High bandwidth,Open enrollment,1,Electronic check,95.9,1
CRM-03174,Female,0,1,0,1,0,Limited access,Annual commitment,0,Mailed check,19.35,0
CRM-03175,Male,0,1,0,0,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),45.0,0
CRM-03176,Male,1,1,0,1,0,High bandwidth,Open enrollment,0,Bank transfer (automatic),81.5,1
CRM-03177,Female,0,1,0,1,1,Limited access,Multi-year commitment,0,Mailed check,25.5,0
CRM-03178,Male,0,1,1,0,0,Standard bandwidth,Multi-year commitment,0,Mailed check,48.9,0
CRM-03179,Male,0,1,0,1,0,High bandwidth,Open enrollment,0,Electronic check,84.1,1
CRM-03180,Female,0,0,0,1,0,Limited access,Multi-year commitment,1,Mailed check,19.6,0
CRM-03181,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.0,0
CRM-03182,Female,0,1,0,1,1,Standard bandwidth,Multi-year commitment,1,Mailed check,81.3,0
CRM-03183,Female,0,1,0,1,0,High bandwidth,Multi-year commitment,1,Credit card (automatic),95.2,0
CRM-03184,Male,1,1,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,36.45,1
CRM-03185,Female,0,1,0,1,1,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),83.3,0
CRM-03186,Female,1,0,0,0,0,Standard bandwidth,Open enrollment,0,Mailed check,25.05,1
CRM-03187,Female,0,1,1,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),20.3,0
CRM-03188,Male,0,1,1,1,0,High bandwidth,Open enrollment,1,Electronic check,89.85,0
CRM-03189,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,49.85,1
CRM-03190,Female,0,1,1,1,0,Limited access,Open enrollment,0,Mailed check,19.8,0
CRM-03191,Male,0,1,1,0,0,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),54.65,0
CRM-03192,Male,1,0,0,0,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),29.35,0
CRM-03193,Male,0,0,0,1,0,Limited access,Multi-year commitment,1,Bank transfer (automatic),19.15,0
CRM-03194,Female,0,1,1,1,0,Limited access,Multi-year commitment,0,Mailed check,19.1,0
CRM-03195,Female,1,1,0,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),55.55,1
CRM-03196,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,80.55,0
CRM-03197,Female,0,0,0,1,0,Limited access,Annual commitment,0,Mailed check,20.25,0
CRM-03198,Female,0,1,1,1,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),69.5,1
CRM-03199,Male,0,1,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),106.0,0
CRM-03200,Female,0,0,0,1,1,Limited access,Multi-year commitment,0,Bank transfer (automatic),25.5,0
CRM-03201,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,104.3,1
CRM-03202,Female,0,0,0,1,1,Standard bandwidth,Multi-year commitment,1,Mailed check,79.6,0
CRM-03203,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,55.25,0
CRM-03204,Female,0,1,0,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),88.05,0
CRM-03205,Male,0,0,1,1,0,Limited access,Annual commitment,1,Bank transfer (automatic),20.4,0
CRM-03206,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),117.6,0
CRM-03207,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.0,0
CRM-03208,Female,0,0,0,1,0,Limited access,Open enrollment,1,Credit card (automatic),19.65,0
CRM-03209,Male,0,1,0,1,1,Standard bandwidth,Annual commitment,1,Credit card (automatic),70.55,0
CRM-03210,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,93.85,1
CRM-03211,Female,0,1,1,1,0,Standard bandwidth,Annual commitment,0,Mailed check,65.8,0
CRM-03212,Female,0,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),20.05,0
CRM-03213,Male,0,1,0,1,0,High bandwidth,Open enrollment,1,Electronic check,80.0,0
CRM-03214,Female,0,1,1,0,0,Standard bandwidth,Annual commitment,0,Credit card (automatic),35.4,0
CRM-03215,Male,1,0,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),79.6,0
CRM-03216,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,80.25,0
CRM-03217,Female,0,1,1,1,0,Standard bandwidth,Open enrollment,0,Mailed check,50.45,1
CRM-03218,Female,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.45,0
CRM-03219,Male,0,0,0,1,0,High bandwidth,Annual commitment,0,Credit card (automatic),79.6,0
CRM-03220,Female,0,1,1,1,1,Limited access,Multi-year commitment,0,Mailed check,24.7,0
CRM-03221,Male,0,1,0,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),77.3,0
CRM-03222,Male,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,29.75,0
CRM-03223,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),44.9,0
CRM-03224,Male,0,1,0,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),29.8,0
