project,area_bucket,district,market_segment,tenure,property_type,bedrooms_mode,median_buy_ttm,median_rent_ttm,gross_yield_ttm,payback_years_ttm,buy_count_ttm,rent_count_ttm,latest_buy_date,latest_rent_date
THE TAPESTRY,70-80,18,OCR,99 yrs lease commencing from 2017,Condominium,,1210000.0,,,,1,0,2026-06-01,2025-07-01
NASSIMVILLE,140-150,10,,,,NA,,9500.0,,,0,1,,2025-08-01
NOUVELLE PARK,140-150,19,OCR,Freehold,Condominium,3,2200000.0,4300.0,2.3455,42.636,1,5,2025-11-01,2026-05-01
THE COURTYARD,120-130,19,,,,3,,4900.0,,,0,1,,2025-10-01
BALMORAL CREST,220-230,10,,,,3,,9300.0,,,0,1,,2026-04-01
TANJONG RIA CONDOMINIUM,80-90,15,RCR,99 yrs lease commencing from 1993,Condominium,2,1440000.0,4000.0,3.3333,30.0,2,6,2026-02-01,2026-05-01
DAIRY FARM RESIDENCES,60-70,23,OCR,99 yrs lease commencing from 2018,Apartment,2,1250000.0,3700.0,3.552,28.153,13,32,2026-05-01,2026-05-01
PALM LOFT,90-100,15,,,,2,,4050.0,,,0,2,,2026-03-01
THE SEN,100-110,21,RCR,99 yrs lease commencing from 2025,Condominium,,2567000.0,,,,11,0,2026-06-01,
D-MANSIONS,90-100,15,,,,,,,,,0,0,,2025-02-01
UE SQUARE,160-170,9,CCR,929 yrs lease commencing from 1953,Apartment,3,,6600.0,,,0,3,2025-06-01,2026-04-01
NOVO PLACE,90-100,24,OCR,99 yrs lease commencing from 2023,Executive Condominium,,1667000.0,,,,1,0,2025-10-01,
THE OXLEY,50-60,9,,,,1,,3550.0,,,0,6,,2026-05-01
THE SPINNAKER,120-130,11,CCR,Freehold,Apartment,3,,5000.0,,,0,6,2025-07-01,2026-05-01
BALMORAL TOWER,230-240,10,,,,4,,7650.0,,,0,2,,2026-05-01
THE BOTANY AT DAIRY FARM,60-70,23,,,,2,,3625.0,,,0,6,,2026-05-01
NUOVO,120-130,20,OCR,99 yrs lease commencing from 2001,Executive Condominium,3,1930000.0,4690.0,2.9161,34.293,1,2,2026-06-01,2025-10-01
KILAT CENTRE,110-120,21,RCR,Freehold,Apartment,,1820000.0,,,,1,0,2025-10-01,
CASABLANCA,80-90,25,OCR,99 yrs lease commencing from 2001,Condominium,2,1040000.0,3500.0,4.0385,24.762,3,18,2026-04-01,2026-05-01
SANT RITZ,110-120,13,,,,2,,4550.0,,,0,2,,2026-05-01
THE VISION,110-120,5,,,,3,,6000.0,,,0,7,,2026-04-01
CARISSA PARK CONDOMINIUM,110-120,17,OCR,Freehold,Condominium,3,,3950.0,,,0,7,2025-01-01,2026-04-01
AVENUE SOUTH RESIDENCE,120-130,3,RCR,99 yrs lease commencing from 2018,Apartment,,3010000.0,,,,1,0,2026-04-01,
SANCTUARY@NEWTON,90-100,11,CCR,Freehold,Apartment,NA,2540000.0,6700.0,3.1654,31.592,5,1,2026-02-01,2026-05-01
SEA ESTA,100-110,18,OCR,99 yrs lease commencing from 2012,Condominium,3,1700000.0,4000.0,2.8235,35.417,3,13,2025-11-01,2026-04-01
THE LANAI,120-130,23,OCR,999 yrs lease commencing from 1885,Condominium,4,2300000.0,5600.0,2.9217,34.226,4,3,2026-02-01,2026-04-01
ONE ST MICHAEL'S,120-130,12,,,,4,,6500.0,,,0,3,,2025-12-01
JIA,150-160,9,,,,3,,6200.0,,,0,1,,2026-03-01
HUDSON PLACE RESIDENCES,80-90,5,RCR,99 yrs lease commencing from 2025,Apartment,,2141000.0,,,,14,0,2026-05-01,
MARTIN MODERN,100-110,9,CCR,99 yrs lease commencing from 2016,Condominium,3,2990000.0,8825.0,3.5418,28.234,2,12,2025-11-01,2026-05-01
NEWTON 18,100-110,11,CCR,Freehold,Apartment,,2240000.0,,,,1,0,2026-02-01,
THE CREST,140-150,3,RCR,99 yrs lease commencing from 2012,Condominium,4,3200000.0,8500.0,3.1875,31.373,1,9,2025-10-01,2026-05-01
THE SKYWOODS,90-100,23,OCR,99 yrs lease commencing from 2012,Condominium,3,1787500.0,4800.0,3.2224,31.033,8,5,2026-06-01,2026-01-01
LOYANG VALLEY,>300,17,,,,4,,4850.0,,,0,2,,2026-04-01
RESIDENTIAL APARTMENTS,80-90,15,RCR,Freehold,Apartment,,1910000.0,,,,2,0,2026-03-01,
THE LEVELZ,90-100,10,CCR,Freehold,Condominium,2,2280000.0,4700.0,2.4737,40.426,1,13,2026-03-01,2026-05-01
LE QUEST,60-70,23,OCR,99 yrs lease commencing from 2016,Apartment,2,1200000.0,3700.0,3.7,27.027,3,35,2026-05-01,2026-05-01
VUE 8 RESIDENCE,110-120,18,OCR,99 yrs lease commencing from 2012,Condominium,,1950000.0,,,,1,0,2026-02-01,
SOUTH BEACH RESIDENCES,210-220,7,CCR,99 yrs lease commencing from 2007,Apartment,3,,16000.0,,,0,1,2025-02-01,2026-03-01
THE OCEANFRONT @ SENTOSA COVE,290-300,4,,,,3,,13000.0,,,0,1,,2025-09-01
EBER GARDENS,180-190,9,,,,3,,6300.0,,,0,1,,2025-08-01
THE GALE,180-190,17,,,,4,,5900.0,,,0,1,,2026-01-01
TREESCAPE,40-50,15,OCR,Freehold,Apartment,2,793000.0,2900.0,4.3884,22.787,1,2,2026-06-01,2025-11-01
THE LAKEFRONT RESIDENCES,70-80,22,OCR,99 yrs lease commencing from 2010,Condominium,2,1365000.0,4100.0,3.6044,27.744,1,9,2025-11-01,2026-05-01
THE CASCADIA,120-130,21,,,,,,,,,0,0,,2025-05-01
OXLEY EDGE,110-120,9,CCR,Freehold,Apartment,3,1810000.0,5400.0,3.5801,27.932,1,1,2025-10-01,2025-08-01
THOMSON THREE,70-80,20,,,,,,,,,0,0,,2025-07-01
MIDTOWN RESIDENCES,80-90,19,,,,2,,3950.0,,,0,1,,2025-10-01
KOVAN RESIDENCES,200-210,19,OCR,99 yrs lease commencing from 2007,Condominium,,3050000.0,,,,1,0,2026-05-01,
SOUTHAVEN II,130-140,21,OCR,999 yrs lease commencing from 1877,Condominium,3,2300000.0,4000.0,2.087,47.917,2,1,2025-11-01,2026-02-01
MANDALE HEIGHTS,50-60,11,,,,1,,3100.0,,,0,5,,2026-03-01
HILLVIEW GREEN,150-160,21,OCR,999 yrs lease commencing from 1883,Condominium,4,2480000.0,5550.0,2.6855,37.237,1,4,2025-12-01,2026-05-01
BAYWIND RESIDENCES,90-100,15,OCR,Freehold,Apartment,3,2300000.0,4550.0,2.3739,42.125,1,2,2026-04-01,2025-12-01
THE CALROSE,120-130,26,OCR,Freehold,Condominium,3,,4700.0,,,0,3,2025-05-01,2025-11-01
CLEMENTIWOODS CONDOMINIUM,150-160,5,OCR,99 yrs lease commencing from 2006,Condominium,4,2600000.0,6800.0,3.1385,31.863,1,3,2025-12-01,2026-04-01
THE URBANITE,60-70,8,RCR,Freehold,Apartment,2,1035000.0,3300.0,3.8261,26.136,1,1,2026-03-01,2025-11-01
TERRA HILL,110-120,5,RCR,Freehold,Apartment,,3041000.0,,,,4,0,2026-06-01,
RIVER ISLES,70-80,19,OCR,99 yrs lease commencing from 2012,Condominium,,1200000.0,,,,1,0,2026-06-01,
THE WATERINA,110-120,14,,,,3,,5500.0,,,0,15,,2026-04-01
ALPHA APARTMENTS,220-230,15,RCR,Freehold,Apartment,3,2650000.0,6400.0,2.8981,34.505,1,1,2026-05-01,2025-12-01
RESIDENCES 88,70-80,14,,,,2,,3050.0,,,0,1,,2025-10-01
HERON BAY,80-90,19,OCR,99 yrs lease commencing from 2012,Executive Condominium,,,,,,0,0,2025-06-01,
VERDURE,90-100,10,,,,2,,5200.0,,,0,4,,2026-05-01
KOPAR AT NEWTON,150-160,9,,,,3,,9500.0,,,0,1,,2026-03-01
BEDOK RESIDENCES,100-110,16,OCR,99 yrs lease commencing from 2011,Apartment,3,1889000.0,5750.0,3.6527,27.377,2,14,2025-11-01,2026-05-01
LAGUNA 88,140-150,16,,,,,,,,,0,0,,2025-07-01
THE INFINITI,80-90,5,OCR,Freehold,Condominium,2,1570000.0,3900.0,2.9809,33.547,1,9,2026-05-01,2026-04-01
KOVAN REGENCY,70-80,19,OCR,99 yrs lease commencing from 2012,Condominium,2,1570000.0,3950.0,3.0191,33.122,2,12,2026-06-01,2026-05-01
EUHABITAT,90-100,14,OCR,99 yrs lease commencing from 2010,Condominium,2,1453888.0,4000.0,3.3015,30.289,2,16,2025-12-01,2026-05-01
HILLTOPS,100-110,9,,,,2,,8500.0,,,0,5,,2026-05-01
THE CAIRNHILL,>300,9,,,,,,,,,0,0,,2025-04-01
DLV.,180-190,10,,,,3,,5600.0,,,0,1,,2026-01-01
VILLA AZURA,200-210,10,,,,,,,,,0,0,,2025-05-01
NOMU,100-110,9,CCR,Freehold,Apartment,,,,,,0,0,2025-01-01,
THE SCENIC @ BRADDELL,160-170,13,OCR,Freehold,Apartment,,2450000.0,,,,1,0,2025-11-01,
IDYLLIC RESIDENCES,70-80,15,,,,2,,3500.0,,,0,1,,2026-03-01
LANDBAY CONDOMINIUM,80-90,16,OCR,Freehold,Condominium,2,1600000.0,3700.0,2.775,36.036,1,7,2026-02-01,2026-05-01
REFLECTIONS AT KEPPEL BAY,750-800,4,RCR,99 yrs lease commencing from 2006,Condominium,,19280000.0,,,,1,0,2026-05-01,
SECOND AVENUE JUNCTION,150-160,10,CCR,Freehold,Apartment,,2780000.0,,,,1,0,2025-08-01,
THE ROCHESTER RESIDENCES,120-130,5,RCR,99 yrs lease commencing from 2005,Apartment,2,2200000.0,6500.0,3.5455,28.205,1,11,2025-09-01,2026-05-01
LEONIE GARDENS,160-170,9,CCR,99 yrs lease commencing from 1990,Condominium,3,3100000.0,8200.0,3.1742,31.504,3,13,2026-05-01,2026-05-01
ECO SANCTUARY,120-130,23,,,,4,,5500.0,,,0,2,,2026-03-01
QUINTERRA,160-170,10,,,,4,,7500.0,,,0,3,,2026-04-01
YEW MEI GREEN,210-220,23,,,Executive Condominium,,,,,,0,0,,2025-02-01
PINNACLE 16,160-170,12,,,,3,,6300.0,,,0,1,,2025-11-01
VOGX,80-90,8,,,,2,,3650.0,,,0,2,,2026-04-01
THE ARC AT DRAYCOTT,110-120,10,CCR,Freehold,Apartment,3,,7200.0,,,0,15,2025-02-01,2026-05-01
PALMERA EAST,30-40,14,,,,1,,2575.0,,,0,4,,2026-05-01
THE LINQ @ BEAUTY WORLD,80-90,21,RCR,Freehold,Apartment,3,2680000.0,6000.0,2.6866,37.222,1,3,2025-12-01,2025-08-01
NEWTON EDGE,50-60,9,CCR,Freehold,Apartment,1,1250000.0,3300.0,3.168,31.566,2,3,2025-10-01,2026-03-01
WOOLLERTON PARK,210-220,10,,,,3,,9850.0,,,0,4,,2026-03-01
THE MAYLEA,80-90,5,,,,2,,4500.0,,,0,1,,2026-03-01
THE FLORENCE RESIDENCES,50-60,19,OCR,99 yrs lease commencing from 2018,Apartment,2,1156900.0,3300.0,3.4229,29.215,8,70,2026-06-01,2026-05-01
THE SCALA,80-90,19,OCR,99 yrs lease commencing from 2010,Apartment,2,1800000.0,4500.0,3.0,33.333,7,25,2026-05-01,2026-05-01
TWIN WATERFALLS,170-180,19,OCR,99 yrs lease commencing from 2011,Executive Condominium,,1800000.0,,,,1,0,2026-01-01,
FLAMINGO VALLEY,200-210,15,OCR,Freehold,Condominium,,,,,,0,0,2025-02-01,
MIDWOOD,60-70,23,OCR,99 yrs lease commencing from 2018,Condominium,2,1369000.0,3900.0,3.4186,29.252,14,23,2026-06-01,2026-05-01
SAPPHIRE 99,170-180,9,,,,3,,6000.0,,,0,1,,2025-08-01
THE LENOX,70-80,14,,,,2,,3400.0,,,0,4,,2025-11-01
TANGLIN PARK,140-150,10,CCR,Freehold,Condominium,3,4028000.0,7350.0,2.1897,45.669,1,12,2025-12-01,2026-04-01
THE TAPESTRY,130-140,18,,,,,,,,,0,0,,2025-05-01
CHANGI RISE CONDOMINIUM,130-140,18,OCR,99 yrs lease commencing from 2000,Condominium,4,1738000.0,4500.0,3.107,32.185,1,8,2026-04-01,2026-05-01
THE VIRIDIAN,40-50,12,RCR,Freehold,Apartment,1,,3000.0,,,0,24,2025-03-01,2026-05-01
ROYALGREEN,80-90,10,,,,3,,6525.0,,,0,2,,2025-12-01
WANG LODGE,130-140,14,,,,,,,,,0,0,,2025-04-01
ROCHELLE AT NEWTON,140-150,11,CCR,99 yrs lease commencing from 2008,Condominium,3,2820000.0,7000.0,2.9787,33.571,1,1,2026-04-01,2025-09-01
PARKVIEW ECLAT,300-350,10,CCR,Freehold,Condominium,,10728300.0,,,,1,0,2026-02-01,
GRAND DUNMAN,120-130,15,RCR,99 yrs lease commencing from 2022,Apartment,,,,,,0,0,2025-06-01,
D'LEEDON,180-190,10,CCR,99 yrs lease commencing from 2010,Condominium,4,4100000.0,10850.0,3.1756,31.49,1,10,2026-06-01,2026-05-01
OXLEY GARDEN,160-170,9,,,,3,,5800.0,,,0,1,,2026-04-01
THE TOPIARY,180-190,28,OCR,99 yrs lease commencing from 2012,Executive Condominium,,2955888.0,,,,1,0,2025-10-01,
THE CRITERION,100-110,27,OCR,99 yrs lease commencing from 2014,Executive Condominium,4,1530000.0,4200.0,3.2941,30.357,6,5,2026-01-01,2026-04-01
WATER PLACE,150-160,15,,,,,,,,,0,0,,2025-05-01
SIMS RESIDENCES,130-140,14,RCR,99 yrs lease commencing from 1997,Apartment,3,,4900.0,,,0,3,2025-04-01,2026-05-01
AMBER PARK,70-80,15,RCR,Freehold,Condominium,2,2134000.0,5000.0,2.8116,35.567,2,1,2026-04-01,2026-01-01
ONE SHENTON,170-180,1,,,,4,,10000.0,,,0,4,,2026-05-01
TREASURE GARDENS,70-80,19,,,,2,,3037.5,,,0,2,,2026-01-01
THE HACIENDA,150-160,15,OCR,Freehold,Condominium,3,,5750.0,,,0,2,2025-05-01,2025-11-01
OPTIMA @ TANAH MERAH,170-180,16,OCR,99 yrs lease commencing from 2008,Condominium,,,,,,0,0,2025-06-01,
LOYANG VALLEY,140-150,17,OCR,99 yrs lease commencing from 1982,Condominium,2,1545800.0,4000.0,3.1052,32.204,1,5,2025-09-01,2026-05-01
KINDOL GARDENS,120-130,27,OCR,999 yrs lease commencing from 1885,Apartment,NA,750000.0,4175.0,6.68,14.97,1,2,2025-11-01,2025-10-01
THE TRIZON,>300,10,,,,5,,24000.0,,,0,2,,2025-09-01
THE DAIRY FARM,200-210,23,OCR,Freehold,Condominium,3,3500000.0,7000.0,2.4,41.667,1,7,2025-10-01,2026-01-01
THE SUNNY SPRING,100-110,14,RCR,Freehold,Apartment,3,1860000.0,4500.0,2.9032,34.444,1,25,2025-10-01,2026-05-01
EUNOS GREEN,120-130,14,,,,3,,4300.0,,,0,1,,2026-01-01
EAST COAST RESIDENCES,80-90,16,OCR,Freehold,Apartment,2,1650000.0,3900.0,2.8364,35.256,1,1,2025-10-01,2025-08-01
ISUITES @ MARSHALL,50-60,15,RCR,Freehold,Apartment,2,,3225.0,,,0,2,2025-01-01,2026-04-01
WATERFRONT WAVES,270-280,16,OCR,99 yrs lease commencing from 2007,Condominium,,,,,,0,0,2025-02-01,
PALM SPRING,200-210,10,,,,,,,,,0,0,,2025-07-01
HILLCREST ARCADIA,50-60,11,,,,1,,2850.0,,,0,1,,2026-05-01
PEBBLE BAY,>300,15,,,,,,,,,0,0,,2025-04-01
RIO VISTA,110-120,19,OCR,99 yrs lease commencing from 2001,Condominium,3,1540000.0,4150.0,3.2338,30.924,13,34,2026-06-01,2026-05-01
MON JERVOIS,50-60,10,CCR,99 yrs lease commencing from 2012,Condominium,1,1099444.0,3600.0,3.9293,25.45,2,3,2026-05-01,2026-02-01
ROBIN RESIDENCES,40-50,10,,,,2,,3800.0,,,0,11,,2026-05-01
GOODWOOD RESIDENCE,230-240,10,CCR,Freehold,Condominium,4,7350000.0,17000.0,2.7755,36.029,3,12,2026-05-01,2026-05-01
CITY SQUARE RESIDENCES,80-90,8,RCR,Freehold,Condominium,2,1930000.0,4600.0,2.8601,34.964,3,19,2026-04-01,2026-04-01
HOLLAND MANSION,100-110,10,,,,,,,,,0,0,,2025-01-01
LOTUS AT JOO CHIAT,150-160,15,,,,3,,7100.0,,,0,2,,2026-04-01
SEASTRAND,50-60,18,OCR,99 yrs lease commencing from 2011,Condominium,NA,736500.0,2700.0,4.3992,22.731,8,43,2026-06-01,2026-05-01
THE VERANDAH RESIDENCES,90-100,5,RCR,Freehold,Apartment,3,1990000.0,5300.0,3.196,31.289,2,3,2025-12-01,2026-05-01
THE CRISTALLO,60-70,15,OCR,Freehold,Apartment,,,,,,0,0,2025-02-01,
THE LAKEFRONT RESIDENCES,130-140,22,OCR,99 yrs lease commencing from 2010,Condominium,4,2345000.0,7400.0,3.7868,26.408,1,1,2026-03-01,2025-09-01
PALMWOODS,90-100,16,,,,2,,2800.0,,,0,1,,2025-08-01
CASA MERAH,110-120,16,OCR,99 yrs lease commencing from 2006,Apartment,3,1925000.0,5000.0,3.1169,32.083,14,40,2026-06-01,2026-05-01
THOMSON THREE,130-140,20,RCR,99 yrs lease commencing from 2012,Apartment,,2900000.0,,,,1,0,2026-05-01,
TREASURE ON BALMORAL,160-170,10,CCR,Freehold,Apartment,3,,8000.0,,,0,1,2025-07-01,2025-08-01
NAUNG RESIDENCE,40-50,19,,,,1,,2700.0,,,0,3,,2026-05-01
E MAISON,60-70,13,OCR,Freehold,Apartment,1,1150000.0,3300.0,3.4435,29.04,1,5,2025-10-01,2026-03-01
HIJAUAN,150-160,9,,,,2,,6050.0,,,0,2,,2026-03-01
LATITUDE,250-260,10,CCR,Freehold,Condominium,4,7650000.0,16000.0,2.5098,39.844,1,7,2025-12-01,2026-03-01
WILKIE REGENCY,80-90,9,,,,2,,4300.0,,,0,1,,2025-08-01
BAYWATER,140-150,16,OCR,99 yrs lease commencing from 2001,Condominium,,2188888.0,,,,1,0,2025-08-01,2025-06-01
EVELYN MANSIONS,80-90,11,CCR,Freehold,Apartment,2,1870000.0,4000.0,2.5668,38.958,2,4,2026-06-01,2026-01-01
THE RAINTREE,130-140,21,,,,,,,,,0,0,,2025-02-01
THE COLLECTIVE AT ONE SOPHIA,60-70,9,CCR,99 yrs lease commencing from 2023,Apartment,,,,,,0,0,2025-07-01,
BOTANIQUE AT BARTLEY,70-80,19,OCR,99 yrs lease commencing from 2014,Condominium,2,1500000.0,4200.0,3.36,29.762,1,1,2025-11-01,2025-12-01
COMMONWEALTH TOWERS,100-110,3,RCR,99 yrs lease commencing from 2013,Condominium,,2700000.0,,,,3,0,2025-12-01,
ASPEN HEIGHTS,100-110,9,CCR,999 yrs lease commencing from 1841,Condominium,2,2616444.0,5300.0,2.4308,41.139,2,9,2026-02-01,2026-04-01
RIVER ISLES,130-140,19,OCR,99 yrs lease commencing from 2012,Condominium,4,2250000.0,4775.0,2.5467,39.267,5,4,2026-06-01,2025-12-01
CYAN,110-120,10,,,,2,,5900.0,,,0,9,,2026-05-01
HERITAGE RESIDENCES,100-110,15,,,,3,,4500.0,,,0,1,,2026-04-01
EURO-ASIA PARK,100-110,13,,,,NA,,3750.0,,,0,1,,2026-01-01
MARTIN NO 38,120-130,9,CCR,Freehold,Apartment,2,,9500.0,,,0,2,2025-06-01,2026-05-01
RESIDENCES @ SOMME,30-40,8,,,,1,,2900.0,,,0,1,,2026-01-01
THE SOLITAIRE,200-210,10,,,,4,,10900.0,,,0,2,,2025-10-01
THE OCEANFRONT @ SENTOSA COVE,220-230,4,,,,4,,13100.0,,,0,2,,2026-04-01
PALM GROVE CONDOMINIUM,130-140,19,OCR,999 yrs lease commencing from 1878,Condominium,3,2200000.0,4200.0,2.2909,43.651,1,3,2026-02-01,2026-02-01
183 LONGHAUS,100-110,20,RCR,Freehold,Apartment,3,,4600.0,,,0,1,2025-05-01,2025-12-01
RAFFLESIA CONDOMINIUM,80-90,20,RCR,99 yrs lease commencing from 1997,Condominium,2,1450000.0,4075.0,3.3724,29.652,5,8,2026-05-01,2026-05-01
JUNIPER HILL,180-190,10,,,,4,,11000.0,,,0,1,,2025-09-01
VILLA MARINA,100-110,15,OCR,99 yrs lease commencing from 1995,Condominium,2,1650000.0,4400.0,3.2,31.25,2,17,2026-06-01,2026-05-01
SUITES AT BUKIT TIMAH,80-90,21,,,,2,,3500.0,,,0,1,,2025-11-01
HILLS TWOONE,80-90,23,,,,3,,3350.0,,,0,2,,2026-04-01
EASTBAY,80-90,15,,,,2,,3500.0,,,0,1,,2025-10-01
EIGHT COURTYARDS,70-80,27,OCR,99 yrs lease commencing from 2010,Condominium,2,1050000.0,3325.0,3.8,26.316,1,20,2026-06-01,2026-05-01
SOLEIL @ SINARAN,40-50,11,,,,NA,,3600.0,,,0,15,,2026-05-01
UE SQUARE,110-120,9,CCR,929 yrs lease commencing from 1953,Apartment,2,,5550.0,,,0,6,2025-01-01,2026-05-01
AURELLE OF TAMPINES,80-90,18,OCR,99 yrs lease commencing from 2024,Executive Condominium,,1680000.0,,,,7,0,2026-03-01,
TIERRA VUE,170-180,15,OCR,Freehold,Condominium,,3565000.0,,,,2,0,2025-08-01,
CHANTILLY RISE,110-120,23,,,,3,,4200.0,,,0,2,,2025-12-01
THE BEVERLY,190-200,21,,,,2,,4100.0,,,0,1,,2025-08-01
EAST PALM,110-120,15,,,,3,,4600.0,,,0,1,,2025-12-01
FORESTVILLE,100-110,25,OCR,99 yrs lease commencing from 2012,Executive Condominium,3,1280000.0,4150.0,3.8906,25.703,3,10,2026-04-01,2026-05-01
PARADISE PALMS,80-90,15,RCR,Freehold,Apartment,2,,3625.0,,,0,2,2025-04-01,2025-11-01
FENG LAI MANSION,80-90,14,,,,NA,,3700.0,,,0,8,,2026-05-01
VACANZA @ EAST,50-60,14,OCR,Freehold,Condominium,1,870000.0,2900.0,4.0,25.0,1,4,2026-05-01,2026-03-01
SUITES @ PAYA LEBAR,120-130,19,OCR,Freehold,Apartment,,1480000.0,,,,1,0,2025-08-01,
WATERFORD RESIDENCE,160-170,9,,,,3,,9400.0,,,0,1,,2025-12-01
THE CASCADIA,>300,21,,,,,,,,,0,0,,2025-01-01
JARDIN,160-170,21,RCR,Freehold,Condominium,4,3685000.0,7650.0,2.4912,40.142,1,4,2026-05-01,2026-03-01
VICTORY 8,50-60,27,,,,2,,3150.0,,,0,4,,2026-05-01
E MAISON,150-160,13,,,,3,,5225.0,,,0,2,,2026-02-01
THE TRIZON,140-150,10,,,,3,,7250.0,,,0,8,,2026-05-01
LLOYD COURT,130-140,9,,,,4,,5000.0,,,0,1,,2026-03-01
PRIME RESIDENCE,40-50,14,,,,1,,2700.0,,,0,5,,2026-05-01
THE RISE @ OXLEY - RESIDENCES,40-50,9,,,,1,,3500.0,,,0,16,,2026-05-01
CASABELLA,120-130,10,CCR,Freehold,Condominium,,2980000.0,,,,1,0,2025-08-01,
BLISS VILLE,90-100,14,,,,,,,,,0,0,,2025-03-01
MIRAGE TOWER,120-130,9,CCR,Freehold,Condominium,3,3350000.0,6150.0,2.203,45.393,1,6,2025-09-01,2026-03-01
WESTMERE,120-130,22,OCR,99 yrs lease commencing from 1996,Executive Condominium,3,1488888.0,4700.0,3.7881,26.399,1,3,2026-02-01,2026-02-01
EMERALD OF KATONG,130-140,15,RCR,99 yrs lease commencing from 2023,Condominium,,4009000.0,,,,1,0,2025-10-01,
THOMSON V ONE,40-50,20,RCR,99 yrs lease commencing from 2001,Apartment,1,,2600.0,,,0,1,2025-05-01,2025-11-01
KOON SENG HOUSE,110-120,15,RCR,Freehold,Apartment,,2816000.0,,,,3,0,2025-11-01,
PARC CENTRAL RESIDENCES,80-90,18,,,Executive Condominium,3,,4500.0,,,0,1,,2026-03-01
FORESQUE RESIDENCES,60-70,23,OCR,99 yrs lease commencing from 2011,Condominium,2,1184400.0,3300.0,3.3435,29.909,2,30,2026-04-01,2026-05-01
24 ONE RESIDENCES,70-80,5,RCR,Freehold,Apartment,3,,5150.0,,,0,4,2025-06-01,2026-05-01
ROOTS @ TRANSIT,60-70,26,,,,2,,2900.0,,,0,1,,2026-02-01
SUITES @ EASTCOAST,160-170,15,OCR,Freehold,Condominium,,1910000.0,,,,1,0,2025-12-01,
REZI 24,100-110,14,,,,3,,6200.0,,,0,1,,2026-04-01
ONE-NORTH RESIDENCES,40-50,5,,,,1,,3300.0,,,0,3,,2026-01-01
SOPHIA FLATS,80-90,9,,,,2,,3800.0,,,0,2,,2026-01-01
VILLA DE WEST,80-90,5,,,,,,,,,0,0,,2025-07-01
THE BERTH BY THE COVE,100-110,4,,,,2,,5850.0,,,0,6,,2026-04-01
GISBORNE LIGHT,110-120,10,,,,3,,4550.0,,,0,2,,2026-03-01
CANNE VILLE,170-180,14,,,,3,,5800.0,,,0,1,,2026-05-01
KIM COURT,100-110,14,,,,,,,,,0,0,,2025-05-01
PARKTOWN RESIDENCE,70-80,18,OCR,99 yrs lease commencing from 2023,Apartment,,,,,,0,0,2025-04-01,
ECO,80-90,16,OCR,99 yrs lease commencing from 2012,Condominium,2,1450000.0,4200.0,3.4759,28.77,4,7,2026-03-01,2026-05-01
FLORAVILLE,60-70,28,OCR,Freehold,Apartment,2,,3100.0,,,0,4,2025-01-01,2026-05-01
THE ROCHESTER RESIDENCES,>300,5,,,,,,,,,0,0,,2025-04-01
ONE JERVOIS,210-220,10,,,,4,,12200.0,,,0,1,,2026-05-01
CHARLESTON,110-120,10,,,,3,,5300.0,,,0,11,,2026-04-01
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,200-210,4,CCR,99 yrs lease commencing from 2006,Condominium,2,4370000.0,11200.0,3.0755,32.515,1,1,2026-04-01,2026-04-01
BUCKLEY RESIDENCE,40-50,11,CCR,Freehold,Apartment,1,988000.0,3400.0,4.1296,24.216,1,3,2025-08-01,2026-05-01
NEWTON GEMS,60-70,11,,,,1,,3400.0,,,0,10,,2026-05-01
TANQUEELAN SUITES,70-80,7,,,,,,,,,0,0,,2025-07-01
VERDOR RESIDENCES,60-70,15,RCR,Freehold,Apartment,,,,,,0,0,2025-03-01,2025-01-01
RIVERFRONT RESIDENCES,70-80,19,,,,2,,3850.0,,,0,3,,2026-02-01
THE BOUTIQ,70-80,9,,,,2,,5200.0,,,0,5,,2026-04-01
THE INTERWEAVE,70-80,12,RCR,Freehold,Apartment,2,,3600.0,,,0,7,2025-06-01,2026-05-01
ORANGE GROVE RESIDENCES,290-300,10,,,,,,,,,0,0,,2025-06-01
D'PAVILION,100-110,19,OCR,Freehold,Apartment,,1640000.0,,,,1,0,2025-08-01,
NUOVO,140-150,20,OCR,99 yrs lease commencing from 2001,Executive Condominium,4,,5140.0,,,0,2,2025-05-01,2026-04-01
THE CAPE,120-130,15,RCR,Freehold,Apartment,,,,,,0,0,2025-01-01,2025-07-01
CORONATION GROVE,170-180,10,CCR,999 yrs lease commencing from 1875,Condominium,2,3108000.0,6550.0,2.529,39.542,1,2,2025-08-01,2026-04-01
THE GERANIUM,60-70,15,,,,1,,2850.0,,,0,2,,2025-09-01
RIVERSOUND RESIDENCE,40-50,19,OCR,99 yrs lease commencing from 2011,Condominium,1,692500.0,2500.0,4.3321,23.083,2,6,2025-09-01,2026-03-01
THE SHELFORD,200-210,11,CCR,Freehold,Condominium,4,4938000.0,11200.0,2.7217,36.741,1,1,2025-09-01,2026-03-01
THE PARC CONDOMINIUM,60-70,5,OCR,Freehold,Condominium,1,1250000.0,3250.0,3.12,32.051,1,8,2026-02-01,2026-04-01
ARINA EAST RESIDENCES,110-120,15,RCR,Freehold,Apartment,,3338000.0,,,,6,0,2026-02-01,
FORESQUE RESIDENCES,190-200,23,,,,,,,,,0,0,,2025-06-01
FORESQUE RESIDENCES,150-160,23,,,,,,,,,0,0,,2025-04-01
SUITES@ KATONG,60-70,15,,,,1,,3000.0,,,0,3,,2026-02-01
