session_id,prospect_id,session_date,week_start,audience_segment,market,primary_device,session_order,sessions_in_journey,touch_pattern,channel_group,journey_path,visitor_status,engaged_session_flag,lead_event_flag,lead_flag,enrollment_equivalent_flag,session_quality_score,session_duration_seconds,pageviews,touch_role,first_touch_credit,last_touch_credit,linear_credit,transaction_revenue
MKG-00941-S1,MKG-00941,2020-12-15,2020-12-14,Research-Heavy Browsers,Core Market,Desktop,1,3,Three-touch,Paid Search,Paid Search > Direct > Email,New,0,0,1,0,53,251,5,First touch,0.0,0.0,0.0,0.0
MKG-00941-S2,MKG-00941,2020-12-19,2020-12-14,Research-Heavy Browsers,Core Market,Desktop,2,3,Three-touch,Direct,Paid Search > Direct > Email,Returning,1,1,1,0,69,298,5,Assist,0.0,0.0,0.0,0.0
MKG-00941-S3,MKG-00941,2020-12-21,2020-12-21,Research-Heavy Browsers,Core Market,Desktop,3,3,Three-touch,Email,Paid Search > Direct > Email,Returning,1,0,1,0,90,336,7,Last session,0.0,0.0,0.0,0.0
MKG-00942-S1,MKG-00942,2020-11-06,2020-11-02,Promo Responders,National Market,Mobile,1,3,Three-touch,Email,Email > Email > Email,New,0,0,1,0,71,252,5,First touch,0.0,0.0,0.0,0.0
MKG-00942-S2,MKG-00942,2020-11-11,2020-11-09,Promo Responders,National Market,Mobile,2,3,Three-touch,Email,Email > Email > Email,Returning,0,0,1,0,71,256,6,Assist,0.0,0.0,0.0,0.0
MKG-00942-S3,MKG-00942,2020-11-16,2020-11-16,Promo Responders,National Market,Mobile,3,3,Three-touch,Email,Email > Email > Email,Returning,1,1,1,0,78,337,6,Last session,0.0,0.0,0.0,0.0
MKG-00943-S1,MKG-00943,2020-11-14,2020-11-09,Cross-Border Shoppers,International Market,Desktop,1,4,Four-plus,Organic Search,Organic Search > Direct > Referral > Paid Social,New,1,0,0,0,82,397,6,First touch,0.0,0.0,0.0,0.0
MKG-00943-S2,MKG-00943,2020-11-18,2020-11-16,Cross-Border Shoppers,International Market,Desktop,2,4,Four-plus,Direct,Organic Search > Direct > Referral > Paid Social,Returning,1,0,0,0,84,287,4,Assist,0.0,0.0,0.0,0.0
MKG-00943-S3,MKG-00943,2020-11-25,2020-11-23,Cross-Border Shoppers,International Market,Desktop,3,4,Four-plus,Referral,Organic Search > Direct > Referral > Paid Social,Returning,1,0,0,0,86,337,7,Assist,0.0,0.0,0.0,0.0
MKG-00943-S4,MKG-00943,2020-11-26,2020-11-23,Cross-Border Shoppers,International Market,Desktop,4,4,Four-plus,Paid Social,Organic Search > Direct > Referral > Paid Social,Returning,1,0,0,0,93,273,7,Last session,0.0,0.0,0.0,0.0
MKG-00944-S1,MKG-00944,2020-11-27,2020-11-23,Research-Heavy Browsers,Regional Market,Desktop,1,4,Four-plus,Direct,Direct > Direct > Email > Email,New,0,0,0,0,64,263,2,First touch,0.0,0.0,0.0,0.0
MKG-00944-S2,MKG-00944,2020-12-02,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,2,4,Four-plus,Direct,Direct > Direct > Email > Email,Returning,1,0,0,0,83,268,6,Assist,0.0,0.0,0.0,0.0
MKG-00944-S3,MKG-00944,2020-12-03,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,3,4,Four-plus,Email,Direct > Direct > Email > Email,Returning,0,0,0,0,83,298,6,Assist,0.0,0.0,0.0,0.0
MKG-00944-S4,MKG-00944,2020-12-12,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,4,4,Four-plus,Email,Direct > Direct > Email > Email,Returning,0,0,0,0,83,309,6,Last session,0.0,0.0,0.0,0.0
MKG-00945-S1,MKG-00945,2020-12-20,2020-12-14,Promo Responders,Regional Market,Mobile,1,2,Two-touch,Email,Email > Paid Search,New,1,0,1,0,73,368,6,First touch,0.0,0.0,0.0,0.0
MKG-00945-S2,MKG-00945,2020-12-29,2020-12-28,Promo Responders,Regional Market,Mobile,2,2,Two-touch,Paid Search,Email > Paid Search,Returning,0,1,1,0,62,242,4,Last session,0.0,0.0,0.0,0.0
MKG-00946-S1,MKG-00946,2021-01-04,2021-01-04,Brand Returners,National Market,Desktop,1,5,Four-plus,Direct,Direct > Direct > Direct > Direct > Direct,New,1,1,1,0,75,301,6,First touch,1.0,0.0,0.2,0.0
MKG-00946-S2,MKG-00946,2021-01-11,2021-01-11,Brand Returners,National Market,Desktop,2,5,Four-plus,Direct,Direct > Direct > Direct > Direct > Direct,Returning,1,0,1,0,86,295,6,Assist,0.0,0.0,0.2,0.0
MKG-00946-S3,MKG-00946,2021-01-13,2021-01-11,Brand Returners,National Market,Desktop,3,5,Four-plus,Direct,Direct > Direct > Direct > Direct > Direct,Returning,0,0,1,0,73,294,5,Assist,0.0,0.0,0.2,0.0
MKG-00946-S4,MKG-00946,2021-01-18,2021-01-18,Brand Returners,National Market,Desktop,4,5,Four-plus,Direct,Direct > Direct > Direct > Direct > Direct,Returning,1,0,1,0,88,313,8,Assist,0.0,0.0,0.2,0.0
MKG-00946-S5,MKG-00946,2021-01-19,2021-01-18,Brand Returners,National Market,Desktop,5,5,Four-plus,Direct,Direct > Direct > Direct > Direct > Direct,Returning,1,0,1,1,96,338,7,Closer,0.0,1.0,0.2,143.7
MKG-00947-S1,MKG-00947,2020-12-18,2020-12-14,Brand Returners,Regional Market,Mobile,1,4,Four-plus,Organic Search,Organic Search > Referral > Paid Social > Paid Search,New,0,0,0,0,68,230,6,First touch,0.0,0.0,0.0,0.0
MKG-00947-S2,MKG-00947,2020-12-22,2020-12-21,Brand Returners,Regional Market,Mobile,2,4,Four-plus,Referral,Organic Search > Referral > Paid Social > Paid Search,Returning,1,0,0,0,65,266,6,Assist,0.0,0.0,0.0,0.0
MKG-00947-S3,MKG-00947,2020-12-23,2020-12-21,Brand Returners,Regional Market,Mobile,3,4,Four-plus,Paid Social,Organic Search > Referral > Paid Social > Paid Search,Returning,1,0,0,0,65,159,4,Assist,0.0,0.0,0.0,0.0
MKG-00947-S4,MKG-00947,2020-12-30,2020-12-28,Brand Returners,Regional Market,Mobile,4,4,Four-plus,Paid Search,Organic Search > Referral > Paid Social > Paid Search,Returning,0,0,0,0,77,307,6,Last session,0.0,0.0,0.0,0.0
MKG-00948-S1,MKG-00948,2020-11-30,2020-11-30,Research-Heavy Browsers,Core Market,Desktop,1,2,Two-touch,Referral,Referral > Organic Search,New,1,0,0,0,82,228,6,First touch,0.0,0.0,0.0,0.0
MKG-00948-S2,MKG-00948,2020-12-09,2020-12-07,Research-Heavy Browsers,Core Market,Desktop,2,2,Two-touch,Organic Search,Referral > Organic Search,Returning,1,0,0,0,82,322,7,Last session,0.0,0.0,0.0,0.0
MKG-00949-S1,MKG-00949,2020-11-25,2020-11-23,Cross-Border Shoppers,International Market,Mobile,1,2,Two-touch,Email,Email > Referral,New,0,0,0,0,70,287,5,First touch,0.0,0.0,0.0,0.0
MKG-00949-S2,MKG-00949,2020-12-04,2020-11-30,Cross-Border Shoppers,International Market,Mobile,2,2,Two-touch,Referral,Email > Referral,Returning,0,0,0,0,68,230,6,Last session,0.0,0.0,0.0,0.0
MKG-00950-S1,MKG-00950,2021-01-02,2020-12-28,Brand Returners,National Market,Desktop,1,2,Two-touch,Email,Email > Referral,New,1,0,0,0,88,341,6,First touch,0.0,0.0,0.0,0.0
MKG-00950-S2,MKG-00950,2021-01-08,2021-01-04,Brand Returners,National Market,Desktop,2,2,Two-touch,Referral,Email > Referral,Returning,0,0,0,0,74,276,4,Last session,0.0,0.0,0.0,0.0
MKG-00951-S1,MKG-00951,2020-12-29,2020-12-28,Research-Heavy Browsers,National Market,Tablet,1,4,Four-plus,Paid Social,Paid Social > Paid Social > Paid Search > Paid Search,New,1,0,0,0,69,225,5,First touch,0.0,0.0,0.0,0.0
MKG-00951-S2,MKG-00951,2021-01-02,2020-12-28,Research-Heavy Browsers,National Market,Tablet,2,4,Four-plus,Paid Social,Paid Social > Paid Social > Paid Search > Paid Search,Returning,1,0,0,0,71,243,5,Assist,0.0,0.0,0.0,0.0
MKG-00951-S3,MKG-00951,2021-01-10,2021-01-04,Research-Heavy Browsers,National Market,Tablet,3,4,Four-plus,Paid Search,Paid Social > Paid Social > Paid Search > Paid Search,Returning,1,0,0,0,71,264,6,Assist,0.0,0.0,0.0,0.0
MKG-00951-S4,MKG-00951,2021-01-12,2021-01-11,Research-Heavy Browsers,National Market,Tablet,4,4,Four-plus,Paid Search,Paid Social > Paid Social > Paid Search > Paid Search,Returning,1,0,0,0,82,299,7,Last session,0.0,0.0,0.0,0.0
MKG-00952-S1,MKG-00952,2020-11-28,2020-11-23,Research-Heavy Browsers,Core Market,Mobile,1,2,Two-touch,Organic Search,Organic Search > Email,New,1,0,0,0,87,258,7,First touch,0.0,0.0,0.0,0.0
MKG-00952-S2,MKG-00952,2020-12-01,2020-11-30,Research-Heavy Browsers,Core Market,Mobile,2,2,Two-touch,Email,Organic Search > Email,Returning,1,0,0,0,76,278,6,Last session,0.0,0.0,0.0,0.0
MKG-00953-S1,MKG-00953,2020-11-25,2020-11-23,Promo Responders,National Market,Mobile,1,4,Four-plus,Paid Social,Paid Social > Paid Search > Paid Social > Organic Search,New,0,0,0,0,55,156,3,First touch,0.0,0.0,0.0,0.0
MKG-00953-S2,MKG-00953,2020-11-26,2020-11-23,Promo Responders,National Market,Mobile,2,4,Four-plus,Paid Search,Paid Social > Paid Search > Paid Social > Organic Search,Returning,1,0,0,0,77,289,8,Assist,0.0,0.0,0.0,0.0
MKG-00953-S3,MKG-00953,2020-12-01,2020-11-30,Promo Responders,National Market,Mobile,3,4,Four-plus,Paid Social,Paid Social > Paid Search > Paid Social > Organic Search,Returning,1,0,0,0,76,277,4,Assist,0.0,0.0,0.0,0.0
MKG-00953-S4,MKG-00953,2020-12-10,2020-12-07,Promo Responders,National Market,Mobile,4,4,Four-plus,Organic Search,Paid Social > Paid Search > Paid Social > Organic Search,Returning,1,0,0,0,97,383,8,Last session,0.0,0.0,0.0,0.0
MKG-00954-S1,MKG-00954,2020-11-27,2020-11-23,Brand Returners,National Market,Mobile,1,3,Three-touch,Referral,Referral > Direct > Organic Search,New,0,0,0,0,59,267,4,First touch,0.0,0.0,0.0,0.0
MKG-00954-S2,MKG-00954,2020-12-02,2020-11-30,Brand Returners,National Market,Mobile,2,3,Three-touch,Direct,Referral > Direct > Organic Search,Returning,0,0,0,0,70,233,6,Assist,0.0,0.0,0.0,0.0
MKG-00954-S3,MKG-00954,2020-12-09,2020-12-07,Brand Returners,National Market,Mobile,3,3,Three-touch,Organic Search,Referral > Direct > Organic Search,Returning,1,0,0,0,80,321,7,Last session,0.0,0.0,0.0,0.0
MKG-00955-S1,MKG-00955,2020-11-21,2020-11-16,Research-Heavy Browsers,Core Market,Desktop,1,3,Three-touch,Direct,Direct > Direct > Direct,New,0,0,0,0,71,279,4,First touch,0.0,0.0,0.0,0.0
MKG-00955-S2,MKG-00955,2020-11-27,2020-11-23,Research-Heavy Browsers,Core Market,Desktop,2,3,Three-touch,Direct,Direct > Direct > Direct,Returning,1,0,0,0,82,291,6,Assist,0.0,0.0,0.0,0.0
MKG-00955-S3,MKG-00955,2020-12-01,2020-11-30,Research-Heavy Browsers,Core Market,Desktop,3,3,Three-touch,Direct,Direct > Direct > Direct,Returning,1,0,0,0,82,286,6,Last session,0.0,0.0,0.0,0.0
MKG-00956-S1,MKG-00956,2020-11-06,2020-11-02,Brand Returners,Regional Market,Desktop,1,4,Four-plus,Direct,Direct > Referral > Referral > Paid Search,New,0,0,1,0,70,292,3,First touch,1.0,0.0,0.25,0.0
MKG-00956-S2,MKG-00956,2020-11-11,2020-11-09,Brand Returners,Regional Market,Desktop,2,4,Four-plus,Referral,Direct > Referral > Referral > Paid Search,Returning,1,0,1,0,72,325,7,Assist,0.0,0.0,0.25,0.0
MKG-00956-S3,MKG-00956,2020-11-17,2020-11-16,Brand Returners,Regional Market,Desktop,3,4,Four-plus,Referral,Direct > Referral > Referral > Paid Search,Returning,1,0,1,0,86,368,6,Assist,0.0,0.0,0.25,0.0
MKG-00956-S4,MKG-00956,2020-11-25,2020-11-23,Brand Returners,Regional Market,Desktop,4,4,Four-plus,Paid Search,Direct > Referral > Referral > Paid Search,Returning,0,1,1,1,73,224,5,Closer,0.0,1.0,0.25,147.6
MKG-00957-S1,MKG-00957,2021-01-04,2021-01-04,Promo Responders,National Market,Desktop,1,2,Two-touch,Email,Email > Email,New,1,0,0,0,78,265,6,First touch,0.0,0.0,0.0,0.0
MKG-00957-S2,MKG-00957,2021-01-09,2021-01-04,Promo Responders,National Market,Desktop,2,2,Two-touch,Email,Email > Email,Returning,1,0,0,0,87,312,5,Last session,0.0,0.0,0.0,0.0
MKG-00958-S1,MKG-00958,2020-12-07,2020-12-07,Cross-Border Shoppers,International Market,Desktop,1,2,Two-touch,Referral,Referral > Paid Search,New,1,0,0,0,67,304,6,First touch,0.0,0.0,0.0,0.0
MKG-00958-S2,MKG-00958,2020-12-15,2020-12-14,Cross-Border Shoppers,International Market,Desktop,2,2,Two-touch,Paid Search,Referral > Paid Search,Returning,1,0,0,0,67,257,5,Last session,0.0,0.0,0.0,0.0
MKG-00959-S1,MKG-00959,2020-11-29,2020-11-23,Brand Returners,National Market,Mobile,1,3,Three-touch,Direct,Direct > Referral > Email,New,0,0,1,0,68,271,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00959-S2,MKG-00959,2020-12-06,2020-11-30,Brand Returners,National Market,Mobile,2,3,Three-touch,Referral,Direct > Referral > Email,Returning,1,1,1,0,68,316,8,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00959-S3,MKG-00959,2020-12-12,2020-12-07,Brand Returners,National Market,Mobile,3,3,Three-touch,Email,Direct > Referral > Email,Returning,0,0,1,1,81,317,6,Closer,0.0,1.0,0.3333333333333333,105.92
MKG-00960-S1,MKG-00960,2020-12-27,2020-12-21,Cross-Border Shoppers,International Market,Mobile,1,3,Three-touch,Direct,Direct > Email > Direct,New,1,1,1,0,69,257,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00960-S2,MKG-00960,2021-01-02,2020-12-28,Cross-Border Shoppers,International Market,Mobile,2,3,Three-touch,Email,Direct > Email > Direct,Returning,1,0,1,0,94,333,5,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00960-S3,MKG-00960,2021-01-03,2020-12-28,Cross-Border Shoppers,International Market,Mobile,3,3,Three-touch,Direct,Direct > Email > Direct,Returning,0,0,1,1,71,284,4,Closer,0.0,1.0,0.3333333333333333,128.54
MKG-00961-S1,MKG-00961,2021-01-04,2021-01-04,Research-Heavy Browsers,Core Market,Mobile,1,4,Four-plus,Referral,Referral > Organic Search > Direct > Organic Search,New,1,0,1,0,71,350,4,First touch,1.0,0.0,0.25,0.0
MKG-00961-S2,MKG-00961,2021-01-10,2021-01-04,Research-Heavy Browsers,Core Market,Mobile,2,4,Four-plus,Organic Search,Referral > Organic Search > Direct > Organic Search,Returning,0,0,1,0,80,331,6,Assist,0.0,0.0,0.25,0.0
MKG-00961-S3,MKG-00961,2021-01-14,2021-01-11,Research-Heavy Browsers,Core Market,Mobile,3,4,Four-plus,Direct,Referral > Organic Search > Direct > Organic Search,Returning,0,1,1,0,70,247,4,Assist,0.0,0.0,0.25,0.0
MKG-00961-S4,MKG-00961,2021-01-18,2021-01-18,Research-Heavy Browsers,Core Market,Mobile,4,4,Four-plus,Organic Search,Referral > Organic Search > Direct > Organic Search,Returning,0,0,1,1,83,283,7,Closer,0.0,1.0,0.25,103.56
MKG-00962-S1,MKG-00962,2020-12-24,2020-12-21,Promo Responders,National Market,Desktop,1,4,Four-plus,Organic Search,Organic Search > Direct > Email > Referral,New,0,0,1,0,65,290,5,First touch,1.0,0.0,0.25,0.0
MKG-00962-S2,MKG-00962,2020-12-25,2020-12-21,Promo Responders,National Market,Desktop,2,4,Four-plus,Direct,Organic Search > Direct > Email > Referral,Returning,1,0,1,0,77,310,4,Assist,0.0,0.0,0.25,0.0
MKG-00962-S3,MKG-00962,2020-12-27,2020-12-21,Promo Responders,National Market,Desktop,3,4,Four-plus,Email,Organic Search > Direct > Email > Referral,Returning,1,1,1,0,96,320,8,Assist,0.0,0.0,0.25,0.0
MKG-00962-S4,MKG-00962,2021-01-02,2020-12-28,Promo Responders,National Market,Desktop,4,4,Four-plus,Referral,Organic Search > Direct > Email > Referral,Returning,1,0,1,1,92,301,8,Closer,0.0,1.0,0.25,125.27
MKG-00963-S1,MKG-00963,2020-12-11,2020-12-07,Cross-Border Shoppers,International Market,Mobile,1,2,Two-touch,Email,Email > Direct,New,1,0,0,0,66,319,4,First touch,0.0,0.0,0.0,0.0
MKG-00963-S2,MKG-00963,2020-12-17,2020-12-14,Cross-Border Shoppers,International Market,Mobile,2,2,Two-touch,Direct,Email > Direct,Returning,1,0,0,0,65,310,7,Last session,0.0,0.0,0.0,0.0
MKG-00964-S1,MKG-00964,2020-11-10,2020-11-09,Brand Returners,Core Market,Desktop,1,2,Two-touch,Paid Search,Paid Search > Referral,New,0,0,0,0,59,248,3,First touch,0.0,0.0,0.0,0.0
MKG-00964-S2,MKG-00964,2020-11-13,2020-11-09,Brand Returners,Core Market,Desktop,2,2,Two-touch,Referral,Paid Search > Referral,Returning,0,0,0,0,79,238,4,Last session,0.0,0.0,0.0,0.0
MKG-00965-S1,MKG-00965,2020-11-10,2020-11-09,Promo Responders,Regional Market,Desktop,1,1,Single-touch,Organic Search,Organic Search,New,0,0,0,0,80,330,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00966-S1,MKG-00966,2021-01-06,2021-01-04,Promo Responders,National Market,Desktop,1,5,Four-plus,Organic Search,Organic Search > Referral > Organic Search > Direct > Referral,New,1,0,1,0,74,292,5,First touch,0.0,0.0,0.0,0.0
MKG-00966-S2,MKG-00966,2021-01-07,2021-01-04,Promo Responders,National Market,Desktop,2,5,Four-plus,Referral,Organic Search > Referral > Organic Search > Direct > Referral,Returning,1,0,1,0,93,339,8,Assist,0.0,0.0,0.0,0.0
MKG-00966-S3,MKG-00966,2021-01-09,2021-01-04,Promo Responders,National Market,Desktop,3,5,Four-plus,Organic Search,Organic Search > Referral > Organic Search > Direct > Referral,Returning,1,0,1,0,98,381,7,Assist,0.0,0.0,0.0,0.0
MKG-00966-S4,MKG-00966,2021-01-16,2021-01-11,Promo Responders,National Market,Desktop,4,5,Four-plus,Direct,Organic Search > Referral > Organic Search > Direct > Referral,Returning,1,1,1,0,86,288,8,Assist,0.0,0.0,0.0,0.0
MKG-00966-S5,MKG-00966,2021-01-22,2021-01-18,Promo Responders,National Market,Desktop,5,5,Four-plus,Referral,Organic Search > Referral > Organic Search > Direct > Referral,Returning,1,0,1,0,98,315,7,Last session,0.0,0.0,0.0,0.0
MKG-00967-S1,MKG-00967,2020-11-04,2020-11-02,Research-Heavy Browsers,Core Market,Mobile,1,2,Two-touch,Paid Social,Paid Social > Email,New,0,0,0,0,41,178,4,First touch,0.0,0.0,0.0,0.0
MKG-00967-S2,MKG-00967,2020-11-12,2020-11-09,Research-Heavy Browsers,Core Market,Mobile,2,2,Two-touch,Email,Paid Social > Email,Returning,0,0,0,0,64,272,6,Last session,0.0,0.0,0.0,0.0
MKG-00968-S1,MKG-00968,2020-12-10,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,1,3,Three-touch,Paid Social,Paid Social > Email > Direct,New,1,0,1,0,72,150,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00968-S2,MKG-00968,2020-12-13,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,2,3,Three-touch,Email,Paid Social > Email > Direct,Returning,1,0,1,0,77,300,7,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00968-S3,MKG-00968,2020-12-22,2020-12-21,Research-Heavy Browsers,Regional Market,Desktop,3,3,Three-touch,Direct,Paid Social > Email > Direct,Returning,1,1,1,1,92,299,6,Closer,0.0,1.0,0.3333333333333333,135.44
MKG-00969-S1,MKG-00969,2020-12-10,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,1,5,Four-plus,Paid Search,Paid Search > Direct > Email > Organic Search > Organic Search,New,0,0,0,0,60,252,5,First touch,0.0,0.0,0.0,0.0
MKG-00969-S2,MKG-00969,2020-12-17,2020-12-14,Research-Heavy Browsers,Regional Market,Mobile,2,5,Four-plus,Direct,Paid Search > Direct > Email > Organic Search > Organic Search,Returning,1,0,0,0,75,317,7,Assist,0.0,0.0,0.0,0.0
MKG-00969-S3,MKG-00969,2020-12-26,2020-12-21,Research-Heavy Browsers,Regional Market,Mobile,3,5,Four-plus,Email,Paid Search > Direct > Email > Organic Search > Organic Search,Returning,1,0,0,0,87,325,8,Assist,0.0,0.0,0.0,0.0
MKG-00969-S4,MKG-00969,2020-12-31,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,4,5,Four-plus,Organic Search,Paid Search > Direct > Email > Organic Search > Organic Search,Returning,1,0,0,0,97,373,8,Assist,0.0,0.0,0.0,0.0
MKG-00969-S5,MKG-00969,2021-01-07,2021-01-04,Research-Heavy Browsers,Regional Market,Mobile,5,5,Four-plus,Organic Search,Paid Search > Direct > Email > Organic Search > Organic Search,Returning,1,0,0,0,96,380,8,Last session,0.0,0.0,0.0,0.0
MKG-00970-S1,MKG-00970,2020-12-23,2020-12-21,Cross-Border Shoppers,International Market,Desktop,1,1,Single-touch,Paid Search,Paid Search,New,1,0,0,0,72,334,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00971-S1,MKG-00971,2020-12-22,2020-12-21,Brand Returners,National Market,Mobile,1,2,Two-touch,Organic Search,Organic Search > Referral,New,0,0,0,0,58,345,5,First touch,0.0,0.0,0.0,0.0
MKG-00971-S2,MKG-00971,2020-12-31,2020-12-28,Brand Returners,National Market,Mobile,2,2,Two-touch,Referral,Organic Search > Referral,Returning,0,0,0,0,66,315,5,Last session,0.0,0.0,0.0,0.0
MKG-00972-S1,MKG-00972,2020-11-12,2020-11-09,Promo Responders,National Market,Mobile,1,1,Single-touch,Direct,Direct,New,1,0,0,0,69,306,7,Single-touch,0.0,0.0,0.0,0.0
MKG-00973-S1,MKG-00973,2020-12-21,2020-12-21,Research-Heavy Browsers,Regional Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Direct > Email,New,0,0,1,0,60,177,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00973-S2,MKG-00973,2020-12-29,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,2,3,Three-touch,Direct,Paid Search > Direct > Email,Returning,1,1,1,0,72,344,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00973-S3,MKG-00973,2020-12-31,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,3,3,Three-touch,Email,Paid Search > Direct > Email,Returning,0,0,1,1,76,275,7,Closer,0.0,1.0,0.3333333333333333,132.98
MKG-00974-S1,MKG-00974,2020-11-28,2020-11-23,Research-Heavy Browsers,Regional Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Email > Direct,New,1,0,0,0,60,316,5,First touch,0.0,0.0,0.0,0.0
MKG-00974-S2,MKG-00974,2020-11-29,2020-11-23,Research-Heavy Browsers,Regional Market,Mobile,2,3,Three-touch,Email,Paid Search > Email > Direct,Returning,1,0,0,0,79,327,7,Assist,0.0,0.0,0.0,0.0
MKG-00974-S3,MKG-00974,2020-11-30,2020-11-30,Research-Heavy Browsers,Regional Market,Mobile,3,3,Three-touch,Direct,Paid Search > Email > Direct,Returning,1,0,0,0,86,274,6,Last session,0.0,0.0,0.0,0.0
MKG-00975-S1,MKG-00975,2020-11-15,2020-11-09,Research-Heavy Browsers,Core Market,Tablet,1,5,Four-plus,Paid Search,Paid Search > Organic Search > Direct > Paid Search > Paid Search,New,0,0,1,0,63,253,5,First touch,1.0,0.0,0.2,0.0
MKG-00975-S2,MKG-00975,2020-11-18,2020-11-16,Research-Heavy Browsers,Core Market,Tablet,2,5,Four-plus,Organic Search,Paid Search > Organic Search > Direct > Paid Search > Paid Search,Returning,1,1,1,0,80,314,7,Assist,0.0,0.0,0.2,0.0
MKG-00975-S3,MKG-00975,2020-11-25,2020-11-23,Research-Heavy Browsers,Core Market,Tablet,3,5,Four-plus,Direct,Paid Search > Organic Search > Direct > Paid Search > Paid Search,Returning,1,0,1,0,84,337,6,Assist,0.0,0.0,0.2,0.0
MKG-00975-S4,MKG-00975,2020-11-29,2020-11-23,Research-Heavy Browsers,Core Market,Tablet,4,5,Four-plus,Paid Search,Paid Search > Organic Search > Direct > Paid Search > Paid Search,Returning,1,0,1,0,81,260,6,Assist,0.0,0.0,0.2,0.0
MKG-00975-S5,MKG-00975,2020-12-05,2020-11-30,Research-Heavy Browsers,Core Market,Tablet,5,5,Four-plus,Paid Search,Paid Search > Organic Search > Direct > Paid Search > Paid Search,Returning,1,0,1,1,92,294,5,Closer,0.0,1.0,0.2,144.41
MKG-00976-S1,MKG-00976,2020-12-24,2020-12-21,Brand Returners,National Market,Desktop,1,2,Two-touch,Paid Search,Paid Search > Direct,New,0,0,0,0,60,186,5,First touch,0.0,0.0,0.0,0.0
MKG-00976-S2,MKG-00976,2020-12-28,2020-12-28,Brand Returners,National Market,Desktop,2,2,Two-touch,Direct,Paid Search > Direct,Returning,0,0,0,0,78,214,3,Last session,0.0,0.0,0.0,0.0
MKG-00977-S1,MKG-00977,2020-12-05,2020-11-30,Brand Returners,Regional Market,Desktop,1,1,Single-touch,Referral,Referral,New,0,0,0,0,64,255,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00978-S1,MKG-00978,2020-12-29,2020-12-28,Promo Responders,National Market,Mobile,1,1,Single-touch,Organic Search,Organic Search,New,0,0,0,0,61,286,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00979-S1,MKG-00979,2020-12-20,2020-12-14,Brand Returners,National Market,Desktop,1,3,Three-touch,Referral,Referral > Organic Search > Direct,New,1,1,1,0,91,294,8,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00979-S2,MKG-00979,2020-12-23,2020-12-21,Brand Returners,National Market,Desktop,2,3,Three-touch,Organic Search,Referral > Organic Search > Direct,Returning,0,0,1,0,82,300,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00979-S3,MKG-00979,2020-12-24,2020-12-21,Brand Returners,National Market,Desktop,3,3,Three-touch,Direct,Referral > Organic Search > Direct,Returning,1,0,1,1,87,319,7,Closer,0.0,1.0,0.3333333333333333,145.5
MKG-00980-S1,MKG-00980,2020-12-02,2020-11-30,Research-Heavy Browsers,Core Market,Mobile,1,4,Four-plus,Paid Search,Paid Search > Paid Social > Direct > Email,New,1,1,1,0,72,299,6,First touch,0.0,0.0,0.0,0.0
MKG-00980-S2,MKG-00980,2020-12-05,2020-11-30,Research-Heavy Browsers,Core Market,Mobile,2,4,Four-plus,Paid Social,Paid Search > Paid Social > Direct > Email,Returning,1,0,1,0,68,285,5,Assist,0.0,0.0,0.0,0.0
MKG-00980-S3,MKG-00980,2020-12-12,2020-12-07,Research-Heavy Browsers,Core Market,Mobile,3,4,Four-plus,Direct,Paid Search > Paid Social > Direct > Email,Returning,0,0,1,0,81,315,4,Assist,0.0,0.0,0.0,0.0
MKG-00980-S4,MKG-00980,2020-12-13,2020-12-07,Research-Heavy Browsers,Core Market,Mobile,4,4,Four-plus,Email,Paid Search > Paid Social > Direct > Email,Returning,0,0,1,0,71,350,6,Last session,0.0,0.0,0.0,0.0
MKG-00981-S1,MKG-00981,2021-01-02,2020-12-28,Research-Heavy Browsers,Core Market,Mobile,1,4,Four-plus,Email,Email > Paid Social > Email > Paid Search,New,1,0,1,0,81,299,6,First touch,0.0,0.0,0.0,0.0
