prospect_id,audience_segment,market,primary_device,sessions_in_journey,touch_pattern,engaged_sessions,unique_channels,first_touch_channel,lead_touch_channel,last_touch_channel,lead_flag,enrollment_equivalent_flag,days_to_lead,days_to_enrollment,transaction_revenue,journey_path
MKG-01210,Promo Responders,Regional Market,Desktop,2,Two-touch,2,2,Organic Search,Organic Search,Email,1,0,0.0,,0.0,Organic Search > Email
MKG-01211,Promo Responders,National Market,Mobile,4,Four-plus,1,2,Direct,,Direct,0,0,,,0.0,Direct > Paid Search > Direct > Direct
MKG-01212,Promo Responders,Core Market,Desktop,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01213,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Organic Search,Direct,Direct,1,1,8.0,8.0,127.33,Organic Search > Organic Search > Direct
MKG-01214,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,3,Paid Search,Paid Social,Paid Social,1,1,16.0,16.0,131.0,Paid Search > Organic Search > Paid Social
MKG-01215,Promo Responders,National Market,Desktop,4,Four-plus,4,2,Organic Search,Direct,Direct,1,1,5.0,8.0,136.06,Organic Search > Direct > Direct > Direct
MKG-01216,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,1,3,Paid Social,Email,Email,1,0,4.0,,0.0,Paid Social > Direct > Email > Email
MKG-01217,Cross-Border Shoppers,National Market,Desktop,3,Three-touch,1,2,Paid Social,Paid Social,Paid Social,1,0,6.0,,0.0,Paid Social > Direct > Paid Social
MKG-01218,Brand Returners,National Market,Tablet,2,Two-touch,0,2,Organic Search,Email,Email,1,0,4.0,,0.0,Organic Search > Email
MKG-01219,Cross-Border Shoppers,International Market,Tablet,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01220,Promo Responders,Regional Market,Desktop,4,Four-plus,4,3,Organic Search,,Direct,0,0,,,0.0,Organic Search > Organic Search > Referral > Direct
MKG-01221,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct > Direct
MKG-01222,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,1,2,Direct,Direct,Email,1,0,0.0,,0.0,Direct > Email
MKG-01223,Promo Responders,Core Market,Desktop,3,Three-touch,2,3,Paid Social,,Direct,0,0,,,0.0,Paid Social > Email > Direct
MKG-01224,Research-Heavy Browsers,Regional Market,Tablet,3,Three-touch,3,3,Direct,,Paid Social,0,0,,,0.0,Direct > Email > Paid Social
MKG-01225,Promo Responders,National Market,Desktop,4,Four-plus,2,3,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Direct > Organic Search > Paid Search
MKG-01226,Brand Returners,National Market,Desktop,4,Four-plus,2,4,Paid Search,Email,Email,1,1,13.0,13.0,175.6,Paid Search > Organic Search > Direct > Email
MKG-01227,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,3,3,Organic Search,Email,Direct,1,0,9.0,,0.0,Organic Search > Direct > Direct > Email > Direct
MKG-01228,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Search
MKG-01229,Cross-Border Shoppers,National Market,Desktop,3,Three-touch,2,3,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Email > Organic Search
MKG-01230,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01231,Promo Responders,National Market,Mobile,3,Three-touch,3,3,Paid Search,Paid Search,Direct,1,1,0.0,12.0,127.13,Paid Search > Referral > Direct
MKG-01232,Brand Returners,Regional Market,Mobile,5,Four-plus,4,3,Email,Direct,Direct,1,1,16.0,24.0,141.99,Email > Email > Direct > Organic Search > Direct
MKG-01233,Brand Returners,National Market,Mobile,3,Three-touch,2,2,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Email > Paid Social
MKG-01234,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,3,4,Paid Social,Referral,Email,1,1,19.0,21.0,137.34,Paid Social > Direct > Direct > Referral > Email
MKG-01235,Brand Returners,National Market,Desktop,5,Four-plus,3,5,Paid Search,Organic Search,Direct,1,1,3.0,20.0,153.41,Paid Search > Organic Search > Email > Referral > Direct
MKG-01236,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,2,3,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Organic Search > Direct > Paid Search
MKG-01237,Promo Responders,National Market,Mobile,4,Four-plus,3,2,Email,Email,Organic Search,1,1,16.0,21.0,130.59,Email > Email > Email > Organic Search
MKG-01238,Promo Responders,National Market,Desktop,5,Four-plus,4,4,Organic Search,Paid Search,Direct,1,1,6.0,16.0,136.35,Organic Search > Paid Search > Paid Search > Email > Direct
MKG-01239,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,3,2,Email,Email,Email,1,1,0.0,11.0,146.18,Email > Direct > Email
MKG-01240,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,4,Referral,Direct,Direct,1,1,12.0,12.0,139.93,Referral > Paid Search > Email > Direct
MKG-01241,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,4,3,Organic Search,Paid Search,Paid Search,1,1,18.0,18.0,148.72,Organic Search > Direct > Direct > Paid Search
MKG-01242,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,3,Paid Social,Email,Email,1,1,14.0,14.0,151.39,Paid Social > Paid Search > Email
MKG-01243,Brand Returners,National Market,Tablet,5,Four-plus,1,3,Paid Search,Direct,Organic Search,1,1,7.0,12.0,152.33,Paid Search > Direct > Direct > Direct > Organic Search
MKG-01244,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Referral,Referral,Referral,1,0,0.0,,0.0,Referral
MKG-01245,Brand Returners,National Market,Desktop,3,Three-touch,1,3,Referral,,Direct,0,0,,,0.0,Referral > Organic Search > Direct
MKG-01246,Brand Returners,Regional Market,Desktop,5,Four-plus,4,4,Email,Paid Social,Direct,1,1,8.0,21.0,172.04,Email > Paid Social > Paid Search > Paid Social > Direct
MKG-01247,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,2,Organic Search,Organic Search,Referral,1,1,0.0,7.0,126.13,Organic Search > Referral
MKG-01248,Research-Heavy Browsers,Regional Market,Desktop,5,Four-plus,5,3,Direct,Paid Social,Direct,1,1,18.0,21.0,156.13,Direct > Referral > Referral > Paid Social > Direct
MKG-01249,Research-Heavy Browsers,National Market,Tablet,3,Three-touch,2,3,Email,Direct,Direct,1,1,16.0,16.0,125.92,Email > Referral > Direct
MKG-01250,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,2,2,Direct,Direct,Organic Search,1,1,0.0,6.0,102.67,Direct > Organic Search
MKG-01251,Promo Responders,National Market,Tablet,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01252,Brand Returners,Regional Market,Desktop,4,Four-plus,3,4,Paid Search,Referral,Referral,1,1,15.0,15.0,169.35,Paid Search > Direct > Email > Referral
MKG-01253,Brand Returners,Core Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01254,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Referral,Referral,Referral,1,1,0.0,0.0,102.33,Referral
MKG-01255,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,0,2,Paid Social,,Email,0,0,,,0.0,Paid Social > Email
MKG-01256,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01257,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-01258,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01259,Brand Returners,National Market,Desktop,2,Two-touch,2,2,Paid Social,Direct,Direct,1,1,7.0,7.0,118.07,Paid Social > Direct
MKG-01260,Promo Responders,National Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-01261,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,3,Organic Search,Email,Paid Search,1,0,9.0,,0.0,Organic Search > Email > Paid Search
MKG-01262,Brand Returners,National Market,Mobile,2,Two-touch,0,2,Direct,,Paid Social,0,0,,,0.0,Direct > Paid Social
MKG-01263,Brand Returners,Core Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01264,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,2,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Paid Search
MKG-01265,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,4,3,Paid Search,Direct,Direct,1,1,14.0,17.0,175.84,Paid Search > Referral > Direct > Direct
MKG-01266,Brand Returners,National Market,Desktop,3,Three-touch,2,2,Paid Social,,Direct,0,0,,,0.0,Paid Social > Paid Social > Direct
MKG-01267,Research-Heavy Browsers,National Market,Desktop,3,Three-touch,3,3,Paid Social,Paid Search,Paid Search,1,1,13.0,13.0,126.01,Paid Social > Organic Search > Paid Search
MKG-01268,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01269,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,2,2,Referral,,Direct,0,0,,,0.0,Referral > Referral > Direct
MKG-01270,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,3,3,Referral,Referral,Organic Search,1,1,0.0,24.0,164.46,Referral > Referral > Referral > Direct > Organic Search
MKG-01271,Promo Responders,National Market,Desktop,5,Four-plus,4,4,Organic Search,Direct,Organic Search,1,1,17.0,22.0,156.52,Organic Search > Email > Paid Search > Direct > Organic Search
MKG-01272,Brand Returners,National Market,Mobile,4,Four-plus,3,3,Referral,Referral,Email,1,1,0.0,7.0,125.43,Referral > Email > Direct > Email
MKG-01273,Brand Returners,Regional Market,Desktop,2,Two-touch,2,2,Referral,,Organic Search,0,0,,,0.0,Referral > Organic Search
MKG-01274,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Paid Search,Paid Search,Referral,1,0,0.0,,0.0,Paid Search > Referral
MKG-01275,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Paid Search,Paid Search,Email,1,1,0.0,4.0,115.95,Paid Search > Email
MKG-01276,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01277,Brand Returners,National Market,Desktop,3,Three-touch,1,3,Organic Search,,Referral,0,0,,,0.0,Organic Search > Direct > Referral
MKG-01278,Promo Responders,Core Market,Desktop,2,Two-touch,1,2,Email,,Organic Search,0,0,,,0.0,Email > Organic Search
MKG-01279,Brand Returners,National Market,Desktop,5,Four-plus,3,4,Email,Paid Social,Direct,1,1,13.0,19.0,141.24,Email > Paid Social > Paid Social > Organic Search > Direct
MKG-01280,Brand Returners,National Market,Desktop,5,Four-plus,3,4,Paid Search,Email,Direct,1,1,5.0,13.0,146.55,Paid Search > Direct > Email > Paid Social > Direct
MKG-01281,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01282,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,3,3,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Direct > Paid Social > Direct > Paid Social
MKG-01283,Promo Responders,Regional Market,Tablet,3,Three-touch,2,2,Email,,Email,0,0,,,0.0,Email > Paid Social > Email
MKG-01284,Promo Responders,National Market,Desktop,4,Four-plus,3,4,Organic Search,Paid Social,Referral,1,0,7.0,,0.0,Organic Search > Email > Paid Social > Referral
MKG-01285,Promo Responders,Regional Market,Desktop,1,Single-touch,1,1,Paid Search,Paid Search,Paid Search,1,0,0.0,,0.0,Paid Search
MKG-01286,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,1,Email,,Email,0,0,,,0.0,Email > Email
MKG-01287,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-01288,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,3,Email,,Organic Search,0,0,,,0.0,Email > Referral > Email > Organic Search
MKG-01289,Promo Responders,National Market,Desktop,5,Four-plus,3,4,Paid Search,Referral,Referral,1,1,15.0,18.0,172.67,Paid Search > Paid Social > Organic Search > Referral > Referral
MKG-01290,Promo Responders,Regional Market,Desktop,2,Two-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Paid Social
MKG-01291,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-01292,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01293,Promo Responders,National Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01294,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,3,3,Organic Search,Organic Search,Email,1,1,0.0,7.0,148.67,Organic Search > Email > Direct > Email
MKG-01295,Brand Returners,Regional Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01296,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,2,Organic Search,Organic Search,Organic Search,1,1,0.0,14.0,126.89,Organic Search > Email > Organic Search
MKG-01297,Promo Responders,National Market,Desktop,3,Three-touch,3,1,Email,Email,Email,1,0,0.0,,0.0,Email > Email > Email
MKG-01298,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-01299,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-01300,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Referral,Referral,Email,1,1,0.0,3.0,137.71,Referral > Email
MKG-01301,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,3,Email,Email,Referral,1,1,0.0,12.0,109.52,Email > Paid Search > Referral
MKG-01302,Cross-Border Shoppers,International Market,Desktop,2,Two-touch,1,2,Direct,,Email,0,0,,,0.0,Direct > Email
MKG-01303,Brand Returners,Regional Market,Mobile,4,Four-plus,3,4,Paid Search,Direct,Direct,1,1,15.0,15.0,128.48,Paid Search > Organic Search > Email > Direct
MKG-01304,Research-Heavy Browsers,Regional Market,Tablet,4,Four-plus,3,4,Referral,Paid Search,Paid Social,1,1,9.0,14.0,124.64,Referral > Email > Paid Search > Paid Social
MKG-01305,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,2,Organic Search,Organic Search,Organic Search,1,1,0.0,12.0,130.52,Organic Search > Paid Search > Organic Search
MKG-01306,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,4,4,Paid Search,Referral,Referral,1,1,19.0,19.0,180.64,Paid Search > Organic Search > Paid Social > Referral
MKG-01307,Research-Heavy Browsers,Regional Market,Tablet,5,Four-plus,4,5,Email,,Paid Search,0,0,,,0.0,Email > Paid Social > Direct > Organic Search > Paid Search
MKG-01308,Promo Responders,Regional Market,Mobile,2,Two-touch,1,1,Organic Search,Organic Search,Organic Search,1,1,0.0,7.0,129.01,Organic Search > Organic Search
MKG-01309,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,3,Referral,Direct,Direct,1,1,5.0,5.0,138.45,Referral > Organic Search > Direct
MKG-01310,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01311,Brand Returners,Regional Market,Mobile,5,Four-plus,2,4,Email,,Organic Search,0,0,,,0.0,Email > Direct > Paid Social > Paid Social > Organic Search
MKG-01312,Promo Responders,National Market,Mobile,5,Four-plus,3,4,Organic Search,Direct,Email,1,1,12.0,25.0,157.88,Organic Search > Referral > Direct > Email > Email
MKG-01313,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01314,Brand Returners,Regional Market,Mobile,4,Four-plus,0,3,Paid Search,Email,Paid Social,1,1,10.0,15.0,97.79,Paid Search > Email > Email > Paid Social
MKG-01315,Promo Responders,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01316,Brand Returners,Regional Market,Desktop,2,Two-touch,2,1,Organic Search,Organic Search,Organic Search,1,1,1.0,1.0,129.94,Organic Search > Organic Search
MKG-01317,Brand Returners,Regional Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01318,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Direct,,Paid Social,0,0,,,0.0,Direct > Paid Social
MKG-01319,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01320,Brand Returners,National Market,Mobile,2,Two-touch,1,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Email
MKG-01321,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,1,3,Email,,Organic Search,0,0,,,0.0,Email > Direct > Organic Search
MKG-01322,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01323,Research-Heavy Browsers,Core Market,Tablet,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,1,0.0,0.0,87.78,Paid Social
MKG-01324,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,1,2,Email,Direct,Direct,1,0,13.0,,0.0,Email > Email > Direct
MKG-01325,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,1,2,Paid Social,Paid Social,Email,1,0,8.0,,0.0,Paid Social > Paid Social > Email
MKG-01326,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,2,4,Email,Paid Social,Paid Search,1,0,6.0,,0.0,Email > Paid Social > Direct > Paid Search
MKG-01327,Promo Responders,Regional Market,Tablet,3,Three-touch,2,2,Email,Email,Direct,1,1,7.0,13.0,141.17,Email > Email > Direct
MKG-01328,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,2,2,Referral,Direct,Direct,1,1,8.0,11.0,140.54,Referral > Direct > Direct
MKG-01329,Promo Responders,National Market,Tablet,4,Four-plus,3,4,Referral,Email,Organic Search,1,0,2.0,,0.0,Referral > Email > Paid Search > Organic Search
MKG-01330,Promo Responders,National Market,Tablet,1,Single-touch,1,1,Email,Email,Email,1,1,0.0,0.0,109.06,Email
MKG-01331,Research-Heavy Browsers,Regional Market,Tablet,3,Three-touch,1,3,Referral,,Email,0,0,,,0.0,Referral > Direct > Email
MKG-01332,Brand Returners,Regional Market,Desktop,4,Four-plus,3,4,Email,Paid Social,Paid Social,1,1,8.0,8.0,131.98,Email > Direct > Organic Search > Paid Social
MKG-01333,Promo Responders,National Market,Desktop,5,Four-plus,2,3,Paid Search,Direct,Email,1,1,7.0,19.0,177.33,Paid Search > Paid Search > Direct > Email > Email
MKG-01334,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-01335,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,2,3,Email,Direct,Referral,1,1,7.0,10.0,137.74,Email > Direct > Referral
MKG-01336,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,4,4,Paid Social,Paid Social,Email,1,1,0.0,16.0,139.02,Paid Social > Paid Search > Organic Search > Email
MKG-01337,Promo Responders,National Market,Mobile,3,Three-touch,3,2,Email,Email,Email,1,1,12.0,12.0,122.32,Email > Direct > Email
MKG-01338,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,3,3,Referral,Direct,Referral,1,1,16.0,20.0,124.76,Referral > Organic Search > Direct > Referral
MKG-01339,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Direct,Direct,Direct,1,0,0.0,,0.0,Direct
MKG-01340,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,3,2,Referral,Referral,Direct,1,1,7.0,12.0,113.04,Referral > Referral > Direct
MKG-01341,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,3,Email,,Direct,0,0,,,0.0,Email > Organic Search > Direct
MKG-01342,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-01343,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,1,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-01344,Brand Returners,National Market,Mobile,2,Two-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct > Direct
MKG-01345,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01346,Brand Returners,Core Market,Desktop,1,Single-touch,1,1,Email,Email,Email,1,1,0.0,0.0,128.68,Email
MKG-01347,Promo Responders,National Market,Desktop,4,Four-plus,4,2,Email,Email,Email,1,1,8.0,14.0,191.29,Email > Direct > Email > Email
MKG-01348,Promo Responders,National Market,Desktop,2,Two-touch,2,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Paid Search
MKG-01349,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,2,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-01350,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,3,2,Email,,Email,0,0,,,0.0,Email > Direct > Direct > Email
MKG-01351,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,1,1,Organic Search,Organic Search,Organic Search,1,1,0.0,0.0,98.95,Organic Search
MKG-01352,Brand Returners,Regional Market,Tablet,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01353,Promo Responders,Regional Market,Mobile,2,Two-touch,0,2,Referral,Referral,Organic Search,1,0,0.0,,0.0,Referral > Organic Search
MKG-01354,Brand Returners,Regional Market,Mobile,3,Three-touch,2,2,Referral,,Direct,0,0,,,0.0,Referral > Direct > Direct
MKG-01355,Research-Heavy Browsers,Core Market,Tablet,5,Four-plus,3,3,Referral,Referral,Organic Search,1,1,0.0,6.0,158.82,Referral > Direct > Organic Search > Direct > Organic Search
MKG-01356,Promo Responders,Regional Market,Mobile,3,Three-touch,2,2,Email,,Email,0,0,,,0.0,Email > Paid Search > Email
MKG-01357,Brand Returners,Core Market,Mobile,3,Three-touch,1,2,Organic Search,Organic Search,Organic Search,1,1,0.0,10.0,122.09,Organic Search > Email > Organic Search
MKG-01358,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-01359,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Paid Search,Paid Search,Organic Search,1,0,0.0,,0.0,Paid Search > Organic Search
MKG-01360,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,3,Direct,Email,Organic Search,1,1,2.0,9.0,133.53,Direct > Email > Organic Search
MKG-01361,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,0,1,Paid Social,Paid Social,Paid Social,1,1,0.0,0.0,108.38,Paid Social
MKG-01362,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,2,4,Referral,Referral,Email,1,1,0.0,8.0,132.7,Referral > Direct > Organic Search > Email
MKG-01363,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,0,2,Paid Social,Paid Social,Organic Search,1,0,0.0,,0.0,Paid Social > Organic Search
MKG-01364,Brand Returners,National Market,Desktop,2,Two-touch,2,1,Paid Search,Paid Search,Paid Search,1,1,3.0,3.0,135.6,Paid Search > Paid Search
MKG-01365,Promo Responders,National Market,Mobile,3,Three-touch,1,3,Paid Search,,Email,0,0,,,0.0,Paid Search > Organic Search > Email
MKG-01366,Brand Returners,Core Market,Mobile,4,Four-plus,1,4,Paid Search,Paid Search,Email,1,1,0.0,7.0,111.27,Paid Search > Referral > Direct > Email
MKG-01367,Cross-Border Shoppers,National Market,Mobile,3,Three-touch,0,2,Paid Search,Paid Search,Email,1,1,0.0,8.0,108.64,Paid Search > Email > Email
MKG-01368,Brand Returners,Regional Market,Mobile,4,Four-plus,3,2,Direct,Direct,Email,1,1,3.0,12.0,120.21,Direct > Direct > Direct > Email
MKG-01369,Brand Returners,National Market,Mobile,3,Three-touch,0,3,Paid Search,Paid Search,Direct,1,0,0.0,,0.0,Paid Search > Referral > Direct
MKG-01370,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-01371,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,3,Email,,Direct,0,0,,,0.0,Email > Paid Search > Direct
MKG-01372,Brand Returners,Regional Market,Desktop,2,Two-touch,1,2,Direct,,Email,0,0,,,0.0,Direct > Email
MKG-01373,Promo Responders,Regional Market,Mobile,4,Four-plus,2,3,Organic Search,Email,Email,1,1,15.0,15.0,133.6,Organic Search > Direct > Email > Email
MKG-01374,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Organic Search,Organic Search,Direct,1,1,0.0,2.0,128.96,Organic Search > Direct
MKG-01375,Brand Returners,National Market,Desktop,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01376,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,1,4,Email,Paid Search,Referral,1,1,23.0,24.0,129.78,Email > Organic Search > Referral > Paid Search > Referral
MKG-01377,Promo Responders,Core Market,Desktop,3,Three-touch,2,3,Referral,Paid Search,Paid Search,1,1,7.0,7.0,133.94,Referral > Direct > Paid Search
MKG-01378,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,1,1,Direct,Direct,Direct,1,0,0.0,,0.0,Direct
MKG-01379,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-01380,Brand Returners,Regional Market,Desktop,2,Two-touch,1,2,Organic Search,Organic Search,Direct,1,1,0.0,2.0,131.63,Organic Search > Direct
MKG-01381,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01382,Research-Heavy Browsers,National Market,Desktop,3,Three-touch,2,3,Paid Search,Paid Search,Direct,1,1,0.0,12.0,143.26,Paid Search > Email > Direct
MKG-01383,Brand Returners,Regional Market,Mobile,2,Two-touch,0,1,Direct,Direct,Direct,1,0,5.0,,0.0,Direct > Direct
MKG-01384,Research-Heavy Browsers,Core Market,Tablet,4,Four-plus,3,3,Email,Organic Search,Organic Search,1,1,10.0,10.0,113.35,Email > Direct > Email > Organic Search
MKG-01385,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01386,Cross-Border Shoppers,National Market,Tablet,4,Four-plus,3,3,Paid Social,,Email,0,0,,,0.0,Paid Social > Paid Search > Paid Search > Email
MKG-01387,Promo Responders,Regional Market,Desktop,2,Two-touch,2,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-01388,Promo Responders,National Market,Desktop,4,Four-plus,3,2,Referral,Email,Email,1,1,5.0,19.0,168.78,Referral > Email > Email > Email
MKG-01389,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01390,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,1,2,Direct,,Direct,0,0,,,0.0,Direct > Direct > Referral > Direct
MKG-01391,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,2,Email,Paid Search,Paid Search,1,0,1.0,,0.0,Email > Paid Search
