student_id,gender,adult_learner_flag,family_support_flag,dependents_flag,student_lifecycle_months,mobile_contactable_flag,multi_channel_contact_flag,digital_access_type,academic_support_flag,study_resources_flag,device_readiness_flag,advising_support_flag,co_curricular_content_flag,career_content_flag,enrollment_commitment_type,digital_self_service_flag,payment_plan_type,monthly_student_bill,cumulative_student_bill,actual_dropout_flag,engagement_services_count,engagement_index,attrition_risk_score
CRM-02813,Male,0,1,0,66,1,1,High bandwidth,0,1,0,1,1,1,Annual commitment,1,Electronic check,104.05,6890.0,1,7,82.2,38.0
CRM-02814,Male,0,0,0,68,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,24.55,1657.4,0,2,27.8,42.0
CRM-02815,Female,0,1,1,62,0,0,Standard bandwidth,1,1,0,1,1,0,Multi-year commitment,0,Bank transfer (automatic),48.7,3008.55,0,4,35.6,10.0
CRM-02816,Male,0,0,0,3,1,0,High bandwidth,0,0,1,1,1,0,Open enrollment,1,Mailed check,88.35,262.05,1,5,54.4,78.0
CRM-02817,Female,0,1,0,72,1,1,High bandwidth,1,1,1,0,1,1,Multi-year commitment,1,Electronic check,109.55,8165.1,0,8,91.1,20.0
CRM-02818,Female,0,1,0,41,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),20.65,875.55,0,1,8.9,42.0
CRM-02819,Male,0,1,1,29,1,0,High bandwidth,1,0,0,0,1,1,Open enrollment,0,Credit card (automatic),94.65,2649.15,1,4,35.6,75.0
CRM-02820,Female,0,0,0,4,1,0,Standard bandwidth,1,1,0,0,0,0,Open enrollment,0,Electronic check,55.2,220.65,0,3,26.7,72.0
CRM-02821,Male,0,0,0,53,1,1,Limited access,0,0,0,0,0,0,Annual commitment,0,Bank transfer (automatic),24.05,1301.9,0,2,27.8,42.0
CRM-02822,Male,1,1,0,1,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,74.4,74.4,1,3,46.7,100.0
CRM-02823,Female,0,1,1,41,1,1,Standard bandwidth,1,1,1,1,0,1,Open enrollment,0,Credit card (automatic),79.9,3326.2,1,7,72.2,53.0
CRM-02824,Male,0,1,0,39,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Bank transfer (automatic),20.45,790.0,0,2,27.8,42.0
CRM-02825,Male,0,1,0,63,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.25,1237.65,0,1,8.9,42.0
CRM-02826,Male,0,0,0,15,1,1,Limited access,0,0,0,0,0,0,Open enrollment,1,Electronic check,26.35,378.6,0,3,46.7,87.0
CRM-02827,Female,0,1,0,13,1,0,Standard bandwidth,0,0,0,0,0,0,Annual commitment,0,Electronic check,43.8,592.65,0,1,8.9,42.0
CRM-02828,Male,0,0,0,1,1,0,Standard bandwidth,0,1,0,0,0,0,Open enrollment,1,Mailed check,50.15,50.15,0,3,36.7,92.0
CRM-02829,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.45,20.45,0,1,8.9,47.0
CRM-02830,Male,1,0,0,8,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.7,560.85,1,2,27.8,92.0
CRM-02831,Male,0,0,0,60,1,0,Standard bandwidth,1,1,1,0,0,0,Multi-year commitment,0,Electronic check,61.4,3638.25,0,4,35.6,12.0
CRM-02832,Female,1,1,0,12,1,1,High bandwidth,0,1,1,0,1,0,Open enrollment,1,Electronic check,98.1,1060.2,1,6,73.3,85.0
CRM-02833,Male,0,1,0,40,1,1,Standard bandwidth,0,1,0,1,1,0,Annual commitment,0,Credit card (automatic),70.75,2921.75,0,5,54.4,38.0
CRM-02834,Female,0,0,0,66,1,0,Standard bandwidth,1,1,1,0,0,0,Multi-year commitment,1,Bank transfer (automatic),61.15,4017.45,0,5,54.4,12.0
CRM-02835,Male,0,1,1,42,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,20.25,854.9,0,1,8.9,42.0
CRM-02836,Female,1,0,0,66,1,1,Standard bandwidth,1,1,0,1,0,0,Annual commitment,1,Credit card (automatic),63.85,4174.35,0,6,73.3,10.0
CRM-02837,Male,0,0,0,49,1,1,High bandwidth,0,1,0,0,1,1,Open enrollment,0,Electronic check,98.7,4920.55,0,5,54.4,95.0
CRM-02838,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.5,20.5,1,1,8.9,92.0
CRM-02839,Female,0,0,0,41,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.0,810.3,0,1,8.9,42.0
CRM-02840,Female,0,1,1,41,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),19.3,772.4,0,1,8.9,42.0
CRM-02841,Female,0,1,1,23,1,0,High bandwidth,1,1,0,1,0,0,Open enrollment,0,Mailed check,84.4,1936.85,0,4,35.6,63.0
CRM-02842,Male,0,0,0,3,0,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,25.1,79.8,0,0,0.0,92.0
CRM-02843,Female,0,0,0,4,0,0,Standard bandwidth,1,0,1,1,0,1,Open enrollment,0,Mailed check,48.25,202.25,0,4,35.6,50.0
CRM-02844,Female,0,1,1,52,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.85,1070.5,0,1,8.9,42.0
CRM-02845,Female,1,1,0,4,1,1,High bandwidth,1,0,0,0,1,1,Open enrollment,1,Electronic check,99.6,347.65,1,6,73.3,80.0
CRM-02846,Female,0,0,0,11,1,0,High bandwidth,0,1,1,1,0,1,Open enrollment,1,Electronic check,94.2,999.9,0,6,63.3,78.0
CRM-02847,Female,0,1,0,2,1,0,Standard bandwidth,1,0,0,0,0,1,Open enrollment,1,Mailed check,62.15,113.1,0,4,45.6,72.0
CRM-02848,Female,0,1,0,26,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,0,Bank transfer (automatic),79.3,2015.8,0,3,36.7,95.0
CRM-02849,Male,0,1,1,24,1,0,Standard bandwidth,1,0,1,0,0,0,Annual commitment,1,Credit card (automatic),56.25,1454.25,0,4,45.6,12.0
CRM-02850,Female,0,0,0,12,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.3,246.7,0,1,8.9,87.0
CRM-02851,Male,1,1,0,60,1,1,High bandwidth,0,0,0,1,1,1,Open enrollment,1,Electronic check,99.0,6017.9,0,6,73.3,83.0
CRM-02852,Female,0,1,1,64,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Mailed check,90.6,5817.45,0,9,100.0,8.0
CRM-02853,Male,0,1,0,66,1,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),85.9,5595.3,0,8,81.1,8.0
CRM-02854,Female,0,0,0,60,1,1,High bandwidth,0,0,1,0,0,0,Annual commitment,1,Bank transfer (automatic),79.2,4765.0,0,4,55.6,40.0
CRM-02855,Male,0,1,1,17,1,1,Standard bandwidth,1,0,1,0,1,0,Annual commitment,1,Bank transfer (automatic),70.35,1201.65,0,6,73.3,12.0
CRM-02856,Male,0,1,1,42,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.35,867.3,0,1,8.9,42.0
CRM-02857,Male,0,0,0,1,1,1,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,50.15,50.15,0,3,46.7,92.0
CRM-02858,Female,0,1,1,47,1,0,Standard bandwidth,0,1,0,1,0,1,Multi-year commitment,0,Bank transfer (automatic),63.8,3007.25,0,4,35.6,30.0
CRM-02859,Female,0,1,0,10,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,20.55,252.75,0,2,27.8,92.0
CRM-02860,Male,1,1,0,70,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),88.55,6306.5,0,9,100.0,8.0
CRM-02861,Male,1,0,0,67,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Credit card (automatic),101.4,6841.05,0,6,73.3,85.0
CRM-02862,Female,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Electronic check,81.95,81.95,1,3,36.7,100.0
CRM-02863,Male,0,1,0,7,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.35,451.1,1,2,27.8,92.0
CRM-02864,Male,0,0,0,1,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,44.6,44.6,0,1,8.9,92.0
CRM-02865,Male,0,0,0,4,1,0,Standard bandwidth,0,1,0,1,1,0,Open enrollment,1,Bank transfer (automatic),63.75,226.2,0,5,54.4,80.0
CRM-02866,Female,0,1,1,66,1,1,High bandwidth,1,1,1,0,1,1,Multi-year commitment,0,Bank transfer (automatic),109.25,7082.5,0,7,72.2,20.0
CRM-02867,Female,0,0,0,12,1,0,High bandwidth,0,1,0,0,0,1,Open enrollment,1,Electronic check,84.6,1017.35,0,4,45.6,95.0
CRM-02868,Female,0,0,0,24,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Credit card (automatic),20.45,527.35,0,1,8.9,42.0
CRM-02869,Male,0,0,0,26,1,0,High bandwidth,0,1,0,0,1,0,Open enrollment,1,Electronic check,85.75,2146.5,0,4,45.6,95.0
CRM-02870,Female,0,0,0,6,1,0,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,91.1,455.3,1,4,45.6,100.0
CRM-02871,Male,0,1,0,57,1,1,High bandwidth,0,0,1,1,1,1,Multi-year commitment,0,Electronic check,107.95,5969.85,0,6,63.3,28.0
CRM-02872,Male,0,1,0,14,1,1,High bandwidth,0,0,0,0,1,0,Open enrollment,1,Electronic check,86.1,1235.55,1,4,55.6,95.0
CRM-02873,Female,0,1,1,42,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Electronic check,22.95,1014.25,0,2,27.8,42.0
CRM-02874,Male,0,0,0,25,1,1,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Bank transfer (automatic),94.7,2362.1,1,5,64.4,95.0
CRM-02875,Female,0,1,0,64,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),19.45,1225.65,0,1,8.9,42.0
CRM-02876,Male,0,1,0,22,1,1,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Electronic check,85.1,1873.7,1,4,55.6,95.0
CRM-02877,Male,0,0,0,19,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Credit card (automatic),19.7,386.5,0,2,27.8,42.0
CRM-02878,Female,0,1,1,61,1,1,High bandwidth,0,1,0,0,1,1,Open enrollment,1,Electronic check,99.15,6010.05,1,6,73.3,95.0
CRM-02879,Male,0,1,0,22,1,0,High bandwidth,0,0,1,0,1,0,Open enrollment,1,Bank transfer (automatic),87.0,1850.65,0,4,45.6,85.0
CRM-02880,Male,1,1,0,70,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,102.95,7101.5,1,7,82.2,85.0
CRM-02881,Male,0,0,0,12,1,0,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Bank transfer (automatic),79.95,1043.4,0,3,36.7,95.0
CRM-02882,Female,0,1,0,31,1,0,Standard bandwidth,1,0,0,1,0,1,Annual commitment,1,Electronic check,64.0,1910.75,0,5,54.4,10.0
CRM-02883,Female,0,0,0,11,1,0,Standard bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,64.9,716.1,0,4,45.6,92.0
CRM-02884,Male,0,1,1,68,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,25.75,1686.15,0,2,27.8,42.0
CRM-02885,Female,1,1,1,72,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),90.15,6716.45,0,9,100.0,8.0
CRM-02886,Male,1,0,0,67,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),116.1,7839.85,0,9,100.0,8.0
CRM-02887,Female,0,0,0,60,1,0,High bandwidth,1,0,1,1,1,1,Open enrollment,1,Bank transfer (automatic),104.95,6236.75,0,7,72.2,53.0
CRM-02888,Male,0,0,0,1,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,45.05,45.05,1,2,27.8,92.0
CRM-02889,Female,1,0,1,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,71.0,71.0,1,2,27.8,100.0
CRM-02890,Male,0,1,1,58,0,0,Standard bandwidth,1,1,1,0,1,0,Annual commitment,0,Mailed check,50.0,2919.85,0,4,35.6,12.0
CRM-02891,Female,1,1,1,47,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),70.55,3309.25,1,1,8.9,95.0
CRM-02892,Female,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Electronic check,79.7,79.7,1,3,36.7,100.0
CRM-02893,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.45,20.45,0,1,8.9,92.0
CRM-02894,Male,0,0,0,22,1,1,Standard bandwidth,1,1,0,0,0,0,Open enrollment,0,Electronic check,59.0,1254.7,1,4,45.6,67.0
CRM-02895,Female,0,0,0,48,1,0,Standard bandwidth,1,0,1,1,0,0,Annual commitment,1,Credit card (automatic),60.35,2896.4,1,5,54.4,0.0
CRM-02896,Female,0,1,0,37,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Bank transfer (automatic),19.85,717.5,0,2,27.8,42.0
CRM-02897,Male,0,0,0,13,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Electronic check,19.95,253.8,0,2,27.8,42.0
CRM-02898,Male,0,0,0,43,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),26.45,1110.05,0,2,27.8,42.0
CRM-02899,Female,0,0,0,6,0,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Mailed check,63.4,348.8,0,7,72.2,5.0
CRM-02900,Male,0,0,0,71,0,0,Standard bandwidth,1,1,1,1,1,0,Multi-year commitment,0,Bank transfer (automatic),53.95,3888.65,0,5,44.4,0.0
CRM-02901,Female,1,1,1,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.25,69.25,1,2,27.8,92.0
CRM-02902,Female,0,1,1,72,1,1,High bandwidth,1,1,0,0,1,0,Multi-year commitment,1,Electronic check,95.1,6843.15,0,6,73.3,30.0
CRM-02903,Female,1,0,0,6,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Electronic check,74.1,450.9,0,3,36.7,80.0
CRM-02904,Male,0,1,1,12,0,0,Standard bandwidth,0,1,0,1,0,0,Open enrollment,0,Mailed check,35.5,432.25,0,2,17.8,75.0
CRM-02905,Male,0,0,0,25,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,70.95,1767.35,1,1,8.9,95.0
CRM-02906,Female,0,1,0,21,1,0,High bandwidth,0,0,1,1,0,0,Annual commitment,0,Electronic check,79.2,1742.45,0,3,26.7,28.0
CRM-02907,Female,0,1,1,6,1,0,Standard bandwidth,0,0,0,1,0,0,Open enrollment,1,Mailed check,48.8,297.35,0,3,36.7,80.0
CRM-02908,Male,0,1,0,20,1,0,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Mailed check,89.0,1820.45,1,4,45.6,95.0
CRM-02909,Male,0,1,0,18,1,1,High bandwidth,1,0,0,0,1,1,Open enrollment,1,Electronic check,99.4,1742.95,1,6,73.3,75.0
CRM-02910,Female,0,0,0,43,1,0,Standard bandwidth,0,1,0,1,0,0,Annual commitment,0,Electronic check,55.45,2444.25,0,3,26.7,30.0
CRM-02911,Female,0,1,1,35,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),25.4,949.8,0,3,46.7,42.0
CRM-02912,Female,0,0,0,1,1,0,High bandwidth,0,0,1,0,0,0,Open enrollment,0,Bank transfer (automatic),73.5,73.5,1,2,17.8,90.0
CRM-02913,Male,1,1,0,32,1,1,High bandwidth,0,1,1,0,0,1,Open enrollment,1,Electronic check,93.5,2970.8,0,6,73.3,85.0
CRM-02914,Male,0,0,0,52,0,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Credit card (automatic),63.9,3334.95,0,6,53.3,0.0
CRM-02915,Male,0,0,0,32,1,0,Standard bandwidth,0,0,0,0,1,1,Annual commitment,1,Bank transfer (automatic),64.85,2010.95,0,4,45.6,42.0
CRM-02916,Female,0,1,1,72,0,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),63.8,4684.3,0,7,72.2,0.0
CRM-02917,Male,0,0,0,51,0,0,Standard bandwidth,1,0,0,1,0,1,Open enrollment,1,Credit card (automatic),44.45,2181.55,0,4,45.6,55.0
CRM-02918,Male,0,1,1,68,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Bank transfer (automatic),19.95,1303.25,0,2,27.8,42.0
CRM-02919,Male,1,1,0,8,0,0,Standard bandwidth,0,1,1,0,0,1,Open enrollment,1,Mailed check,43.35,371.4,0,4,45.6,82.0
CRM-02920,Male,0,1,0,49,0,0,Standard bandwidth,0,1,0,0,1,1,Multi-year commitment,0,Credit card (automatic),49.65,2409.9,0,3,26.7,42.0
CRM-02921,Female,0,1,0,72,1,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Mailed check,85.1,6155.4,0,7,62.2,8.0
CRM-02922,Male,0,0,0,9,1,1,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,95.5,829.1,1,5,64.4,100.0
CRM-02923,Female,0,1,0,28,1,0,High bandwidth,1,0,0,0,1,1,Open enrollment,1,Mailed check,92.35,2602.9,1,5,54.4,75.0
CRM-02924,Male,0,0,0,54,1,0,High bandwidth,1,0,1,0,1,0,Open enrollment,0,Mailed check,89.8,4667.0,0,4,35.6,65.0
CRM-02925,Male,0,0,0,11,1,0,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Electronic check,74.55,824.75,1,3,36.7,100.0
CRM-02926,Female,0,1,1,50,1,0,High bandwidth,0,0,1,1,1,1,Annual commitment,0,Mailed check,103.05,5153.5,0,5,44.4,28.0
CRM-02927,Female,0,1,0,69,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Electronic check,116.0,8182.85,0,9,100.0,8.0
CRM-02928,Male,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.9,69.9,0,2,27.8,92.0
CRM-02929,Male,0,1,1,68,1,0,High bandwidth,1,1,0,1,0,1,Multi-year commitment,0,Bank transfer (automatic),95.1,6683.4,0,5,44.4,18.0
CRM-02930,Male,0,0,1,40,0,0,Standard bandwidth,1,1,0,1,0,0,Annual commitment,0,Mailed check,40.25,1564.05,0,3,26.7,10.0
CRM-02931,Male,0,1,1,31,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,25.75,755.6,0,2,27.8,42.0
CRM-02932,Female,1,0,1,33,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Bank transfer (automatic),105.35,3465.05,0,7,82.2,85.0
CRM-02933,Male,1,1,0,55,1,1,High bandwidth,0,1,1,1,1,1,Multi-year commitment,1,Electronic check,113.6,6292.7,0,8,91.1,28.0
CRM-02934,Male,0,1,1,68,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Bank transfer (automatic),24.0,1664.3,0,3,46.7,42.0
CRM-02935,Female,0,1,1,12,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),19.4,198.1,0,1,8.9,87.0
CRM-02936,Male,0,1,0,71,1,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),86.1,6045.9,0,8,81.1,8.0
CRM-02937,Male,0,0,0,40,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Mailed check,102.65,4108.15,0,7,82.2,85.0
CRM-02938,Female,0,1,1,64,1,1,High bandwidth,0,1,1,0,0,1,Annual commitment,1,Electronic check,92.85,5980.75,0,6,73.3,40.0
CRM-02939,Male,0,1,0,53,1,1,High bandwidth,0,1,0,1,0,1,Annual commitment,0,Bank transfer (automatic),97.75,5043.2,0,5,54.4,38.0
CRM-02940,Male,1,0,0,12,1,0,High bandwidth,0,1,1,1,0,0,Open enrollment,1,Mailed check,83.8,1029.75,1,5,54.4,73.0
CRM-02941,Male,1,0,0,53,0,0,Standard bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,54.45,2854.55,1,5,54.4,77.0
CRM-02942,Male,0,1,0,72,1,1,High bandwidth,1,1,1,0,1,0,Multi-year commitment,1,Credit card (automatic),97.95,7114.25,0,7,82.2,20.0
CRM-02943,Male,0,0,0,46,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Electronic check,19.95,907.05,0,1,8.9,42.0
CRM-02944,Male,0,0,0,40,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Mailed check,24.6,973.95,0,3,46.7,42.0
CRM-02945,Male,0,0,0,12,0,0,Standard bandwidth,1,1,0,1,1,0,Open enrollment,1,Bank transfer (automatic),50.95,605.75,0,5,54.4,55.0
CRM-02946,Male,0,0,0,9,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,0,Electronic check,75.6,661.55,0,2,17.8,80.0
CRM-02947,Female,0,1,1,51,1,1,High bandwidth,0,0,0,1,0,0,Open enrollment,1,Electronic check,80.75,4116.9,0,4,55.6,83.0
CRM-02948,Male,0,1,1,49,1,0,High bandwidth,0,1,1,0,1,0,Open enrollment,1,Credit card (automatic),90.4,4494.65,0,5,54.4,85.0
CRM-02949,Male,1,1,0,41,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,99.8,4259.3,1,6,73.3,85.0
CRM-02950,Female,0,0,0,56,1,0,Standard bandwidth,1,0,1,1,0,0,Annual commitment,1,Credit card (automatic),60.25,3282.75,0,5,54.4,0.0
CRM-02951,Male,0,0,0,4,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Electronic check,20.2,55.7,0,2,27.8,92.0
CRM-02952,Male,0,1,0,20,1,0,Standard bandwidth,1,0,0,1,0,1,Annual commitment,1,Mailed check,64.15,1274.45,0,5,54.4,10.0
CRM-02953,Female,0,1,1,26,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Credit card (automatic),20.25,493.95,0,2,27.8,87.0
CRM-02954,Female,0,1,1,20,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Bank transfer (automatic),105.85,2239.65,1,7,82.2,85.0
CRM-02955,Female,0,0,0,7,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,75.45,480.75,1,2,27.8,100.0
CRM-02956,Male,0,0,0,7,1,1,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,93.85,635.6,1,5,64.4,100.0
CRM-02957,Male,0,0,0,51,1,0,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,99.0,5038.15,0,6,63.3,85.0
CRM-02958,Female,0,0,0,4,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Mailed check,80.3,324.2,0,4,55.6,100.0
CRM-02959,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Credit card (automatic),19.55,19.55,0,1,8.9,92.0
CRM-02960,Male,0,1,1,27,1,1,High bandwidth,1,1,0,1,1,0,Open enrollment,0,Electronic check,100.75,2793.55,0,6,63.3,63.0
CRM-02961,Male,0,0,0,22,1,1,High bandwidth,1,0,0,0,1,1,Open enrollment,1,Electronic check,100.75,2095.0,1,6,73.3,75.0
CRM-02962,Male,0,0,0,12,1,0,Standard bandwidth,0,1,0,1,0,0,Open enrollment,1,Mailed check,53.75,648.65,0,4,45.6,75.0
CRM-02963,Female,0,1,1,3,0,0,Standard bandwidth,0,0,0,1,0,0,Open enrollment,1,Mailed check,31.0,95.05,1,2,27.8,80.0
CRM-02964,Female,0,1,1,34,1,1,Limited access,0,0,0,0,0,0,Annual commitment,1,Credit card (automatic),25.6,917.15,0,3,46.7,42.0
CRM-02965,Male,0,1,0,24,1,1,Standard bandwidth,1,0,0,1,0,0,Annual commitment,1,Electronic check,58.35,1346.9,0,5,64.4,10.0
CRM-02966,Male,0,0,0,51,1,1,High bandwidth,0,0,1,0,0,0,Open enrollment,0,Credit card (automatic),80.0,4242.35,1,3,36.7,85.0
CRM-02967,Female,1,0,0,14,0,0,Standard bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,46.35,672.7,0,3,36.7,87.0
CRM-02968,Male,0,1,0,59,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Electronic check,113.75,6561.25,0,8,81.1,8.0
CRM-02969,Male,0,0,0,3,1,0,High bandwidth,0,1,1,0,0,1,Open enrollment,0,Electronic check,90.4,268.45,0,4,35.6,90.0
CRM-02970,Female,0,1,1,65,1,1,High bandwidth,1,0,1,1,1,1,Multi-year commitment,0,Electronic check,109.3,7337.55,0,7,72.2,8.0
CRM-02971,Male,1,0,0,5,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,70.25,331.9,1,2,27.8,92.0
CRM-02972,Female,0,1,1,59,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Credit card (automatic),90.3,5194.05,0,8,81.1,8.0
CRM-02973,Male,0,1,1,72,0,0,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),65.25,4478.85,0,7,72.2,0.0
CRM-02974,Female,0,1,1,62,1,0,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,100.15,6283.3,1,6,63.3,85.0
CRM-02975,Male,0,0,0,28,1,1,High bandwidth,1,1,0,0,0,1,Open enrollment,1,Credit card (automatic),94.5,2659.4,1,6,73.3,75.0
CRM-02976,Male,0,0,0,3,1,0,Standard bandwidth,0,0,0,1,0,1,Open enrollment,0,Mailed check,60.65,196.9,0,3,26.7,80.0
CRM-02977,Male,0,0,1,19,1,1,Limited access,0,0,0,0,0,0,Open enrollment,1,Credit card (automatic),24.1,439.2,0,3,46.7,87.0
CRM-02978,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,19.5,19.5,0,2,27.8,92.0
CRM-02979,Male,0,0,0,24,1,0,High bandwidth,0,1,1,1,0,0,Open enrollment,1,Electronic check,85.95,2107.15,0,5,54.4,73.0
CRM-02980,Male,1,0,0,57,1,0,Standard bandwidth,0,0,1,1,0,0,Annual commitment,1,Electronic check,53.5,3035.8,0,4,45.6,20.0
CRM-02981,Female,0,0,0,72,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),25.45,1866.45,0,2,27.8,42.0
CRM-02982,Male,0,0,0,67,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),20.5,1430.95,0,1,8.9,42.0
CRM-02983,Male,0,1,1,52,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Credit card (automatic),20.85,1071.6,0,2,27.8,42.0
CRM-02984,Male,0,1,1,71,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Credit card (automatic),89.9,6457.15,0,8,81.1,8.0
CRM-02985,Female,0,1,0,26,1,1,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,26.0,684.05,0,2,27.8,42.0
CRM-02986,Female,0,0,0,35,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Mailed check,113.2,3914.05,0,9,100.0,8.0
